,,,,,,,,,,,,,,,,,,,,,,,,,,iShares New York Muni Bond ETF
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"122,044.13",0.02,"122,044.13","100,000.00",44420RAS9,US44420RAS94,-,120.16,United States,-,USD,5.61,2.51,1.0,"Feb 15, 2031",5.0,7.4,-,0.96,4.55,0.96,USD,"May 30, 2017","May 30, 2017"
NEW YORK ST TWY AUTH GEN REV J,Transportation,Fixed Income,"119,243.08",0.02,"119,243.08","100,000.00",650010AQ4,US650010AQ42,-,116.74,United States,-,USD,4.81,2.87,1.0,"Jan 01, 2031",5.0,7.24,-,0.74,3.62,0.74,USD,"May 12, 2016","May 12, 2016"
NASSAU CNTY N Y SWR & STORM WT,Utility,Fixed Income,"113,932.95",0.02,"113,932.95","100,000.00",63166QBY5,US63166QBY52,-,112.68,United States,-,USD,2.58,0.36,1.0,"Oct 01, 2024",5.0,2.58,-,0.36,2.58,0.36,USD,"Nov 18, 2014","Nov 18, 2014"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"111,460.85",0.02,"111,460.85","100,000.00",650009ZU0,US650009ZU08,-,108.96,United States,-,USD,2.21,2.62,1.0,"Jan 01, 2026",5.0,3.56,-,0.49,1.89,0.49,USD,"Feb 06, 2014","Feb 06, 2014"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"110,373.07",0.02,"110,373.07","95,000.00",65000BFT0,US65000BFT08,-,113.68,United States,-,USD,7.52,4.09,1.0,"Jul 01, 2045",5.0,11.6,-,1.01,3.19,1.01,USD,"May 01, 2015","May 01, 2015"
BATTERY PK CITY AUTH N Y REV,Local Tax-Backed,Fixed Income,"109,411.61",0.02,"109,411.61","100,000.00",07133AGT3,US07133AGT34,-,108.58,United States,-,USD,2.91,3.84,1.0,"Nov 01, 2030",5.0,7.13,-,0.3,1.76,0.3,USD,"Oct 23, 2013","Oct 23, 2013"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"108,478.14",0.02,"108,478.14","105,000.00",59259YSK6,US59259YSK63,-,102.8,United States,-,USD,2.65,3.77,1.0,"Nov 15, 2038",4.0,10.9,-,0.77,0.86,0.77,USD,"Jul 20, 2012","Jul 20, 2012"
NEW YORK ST,State Tax-Backed,Fixed Income,"107,253.09",0.02,"107,253.09","100,000.00",649791MV9,US649791MV97,-,105.36,United States,-,USD,1.09,0.21,1.0,"Feb 15, 2023",5.0,1.09,-,0.21,1.09,0.21,USD,"Mar 15, 2018","Mar 15, 2018"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"107,175.35",0.02,"107,175.35","100,000.00",650035F78,US650035F781,-,105.7,United States,-,USD,1.33,3.12,1.0,"Mar 15, 2025",5.0,2.92,-,0.26,1.17,0.26,USD,"Dec 19, 2013","Dec 19, 2013"
BROOKHAVEN N Y,Local Tax-Backed,Fixed Income,"102,446.58",0.02,"102,446.58","100,000.00",113152YE6,US113152YE60,-,100.97,United States,-,USD,0.2,0.25,1.0,"Mar 15, 2022",5.0,0.21,-,0.25,0.21,0.25,USD,"May 10, 2017","May 10, 2017"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"93,838.26",0.02,"93,838.26","90,000.00",59261AUY1,US59261AUY18,-,103.63,United States,-,USD,2.69,4.72,1.0,"Nov 15, 2042",5.0,12.4,-,0.82,0.86,0.82,USD,"Jul 20, 2012","Jul 20, 2012"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"87,081.63",0.02,"87,081.63","85,000.00",64966QHJ2,US64966QHJ22,-,100.37,United States,-,USD,0.11,4.92,1.0,"Aug 01, 2027",5.0,4.73,-,0.44,0.08,0.44,USD,"Aug 09, 2011","Aug 09, 2011"
LONG IS PWR AUTH N Y ELEC SYS,Utility,Fixed Income,"82,273.74",0.02,"82,273.74","80,000.00",542691EX4,US542691EX44,-,102.47,United States,-,USD,4.5,0.96,1.0,"Sep 01, 2026",1.5,4.49,-,0.96,4.49,0.96,USD,"Sep 30, 2021","Sep 30, 2021"
METROPOLITAN TRANSN AUTH N Y R,Prerefund/Escrow,Fixed Income,"62,889.79",0.01,"62,889.79","60,000.00",59261ASN8,US59261ASN80,-,104.18,United States,-,USD,0.86,0.2,1.0,"Nov 15, 2022",5.0,0.86,-,0.2,0.86,0.2,USD,"May 03, 2012","May 03, 2012"
TRIBOROUGH BRDG & TUNL AUTH N,Prerefund/Escrow,Fixed Income,"56,375.00",0.01,"56,375.00","55,000.00",89602N6F6,US89602N6F65,-,100.0,United States,-,USD,0.02,0.0,1.0,"Jan 01, 2022",5.0,0.0,-,0.0,0.0,0.0,USD,"Oct 13, 2011","Oct 13, 2011"
TRIBOROUGH BRDG & TUNL AUTH N,Prerefund/Escrow,Fixed Income,"20,500.00",0.0,"20,500.00","20,000.00",89602N6P4,US89602N6P48,-,100.0,United States,-,USD,0.02,0.0,1.0,"Jan 01, 2022",5.0,0.0,-,0.0,0.0,0.0,USD,"Oct 13, 2011","Oct 13, 2011"
SUFFOLK CNTY N Y WTR AUTH WTRW,Utility,Fixed Income,"16,764.69",0.0,"16,764.69","15,000.00",864784EC3,US864784EC37,-,111.35,United States,-,USD,2.46,1.58,1.0,"Jun 01, 2025",5.0,3.16,-,0.28,2.3,0.28,USD,"Oct 23, 2014","Oct 23, 2014"
NEW YORK ST DORM AUTH REVS NON,Prerefund/Escrow,Fixed Income,"5,894.86",0.0,"5,894.86","5,000.00",65000BEZ7,US65000BEZ76,-,115.4,United States,-,USD,3.2,0.55,1.0,"Jul 01, 2025",5.0,3.2,-,0.55,3.2,0.55,USD,"May 01, 2015","May 01, 2015"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"5,342.73",0.0,"5,342.73","5,000.00",64966QTY6,US64966QTY60,-,105.19,United States,-,USD,2.65,4.52,1.0,"Mar 01, 2037",5.0,9.65,-,0.53,1.13,0.53,USD,"Mar 19, 2013","Mar 19, 2013"
USD CASH,Cash and/or Derivatives,Cash,"-4,847,662.88",-0.89,"-4,847,662.88","-4,847,663.00",-,-,-,100.0,United States,-,USD,0.0,0.1,1.0,-,0.0,0.0,-,0.1,0.0,0.1,USD,-,"Jan 01, 1989"
