,,,,,,,,,,,,,,,,,,,,,,,,,,iShares Short-Term National Muni Bond ETF
ALABAMA FED AID HWY FIN AUTH S,Prerefund/Escrow,Fixed Income,"546,860.24",0.01,"546,860.24","480,000.00",010268CA6,US010268CA69,-,112.26,United States,-,USD,2.51,0.37,1.0,"Sep 01, 2024",5.0,2.5,-,0.37,2.5,0.37,USD,"Jun 29, 2017","Jun 29, 2017"
PORT AUTH N Y & N J,Transportation,Fixed Income,"546,424.03",0.01,"546,424.03","500,000.00",73358WQP2,US73358WQP22,-,108.87,United States,-,USD,2.14,2.6,1.0,"Dec 01, 2025",5.0,3.56,-,0.35,1.84,0.35,USD,"Nov 27, 2013","Nov 27, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"545,030.41",0.01,"545,030.41","470,000.00",13063DUY2,US13063DUY20,-,114.3,United States,-,USD,2.94,0.45,1.0,"Mar 01, 2025",5.0,2.93,-,0.45,2.93,0.45,USD,"Apr 22, 2020","Apr 22, 2020"
NORTH CAROLINA ST LTD OBLIG,State Tax-Backed,Fixed Income,"541,040.20",0.01,"541,040.20","505,000.00",65829QCD4,US65829QCD43,-,106.3,United States,-,USD,1.3,0.26,1.0,"May 01, 2023",5.0,1.3,-,0.26,1.3,0.26,USD,"Nov 19, 2014","Nov 19, 2014"
SAN DIEGO CALIF CMNTY COLLEGE,Prerefund/Escrow,Fixed Income,"540,137.48",0.01,"540,137.48","515,000.00",797272LV1,US797272LV10,-,102.8,United States,-,USD,0.57,0.2,1.0,"Aug 01, 2022",5.0,0.57,-,0.2,0.57,0.2,USD,"Mar 22, 2012","Mar 22, 2012"
MARYLAND ST,State Tax-Backed,Fixed Income,"537,968.26",0.01,"537,968.26","455,000.00",574193PL6,US574193PL66,-,116.15,United States,-,USD,3.28,0.45,1.0,"Aug 01, 2025",5.0,3.28,-,0.45,3.28,0.45,USD,"Aug 30, 2017","Aug 30, 2017"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"537,740.56",0.01,"537,740.56","525,000.00",64971QVB6,US64971QVB66,-,101.59,United States,-,USD,0.33,0.21,1.0,"May 01, 2022",5.0,0.33,-,0.21,0.33,0.21,USD,"Jun 19, 2012","Jun 19, 2012"
CLARK CNTY NEV SCH DIST FOR IS,School Districts,Fixed Income,"537,536.96",0.01,"537,536.96","525,000.00",181059YB6,US181059YB64,-,102.17,United States,-,USD,0.45,0.24,1.0,"Jun 15, 2022",5.0,0.46,-,0.24,0.46,0.24,USD,"Dec 07, 2017","Dec 07, 2017"
CARROLLTON TEX FMRS BRH INDPT,School Districts,Fixed Income,"536,207.59",0.01,"536,207.59","500,000.00",145628J46,US145628J465,-,105.35,United States,-,USD,1.09,0.22,1.0,"Feb 15, 2023",5.0,1.09,-,0.22,1.09,0.22,USD,"Apr 22, 2021","Mar 15, 2021"
PENNSYLVANIA ST,State Tax-Backed,Fixed Income,"535,690.11",0.01,"535,690.11","500,000.00",70914PWW8,US70914PWW84,-,105.67,United States,-,USD,1.17,0.29,1.0,"Mar 15, 2023",5.0,1.17,-,0.29,1.17,0.29,USD,"Feb 12, 2015","Feb 12, 2015"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"535,242.61",0.01,"535,242.61","445,000.00",44420RAK6,US44420RAK68,-,118.39,United States,-,USD,3.75,0.49,1.0,"Feb 15, 2026",5.0,3.74,-,0.49,3.74,0.49,USD,"May 30, 2017","May 30, 2017"
WISCONSIN ST FOR ISSUES DTD PR,State Tax-Backed,Fixed Income,"534,518.94",0.01,"534,518.94","470,000.00",97705MBK0,US97705MBK09,-,112.89,United States,-,USD,2.67,0.42,1.0,"Nov 01, 2024",5.0,2.66,-,0.42,2.66,0.42,USD,"Mar 08, 2016","Mar 08, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"532,670.83",0.01,"532,670.83","525,000.00",13063DST6,US13063DST62,-,100.46,United States,-,USD,0.16,0.23,1.0,"Mar 01, 2022",3.0,0.17,-,0.23,0.17,0.23,USD,"Mar 19, 2020","Mar 19, 2020"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"530,391.88",0.01,"530,391.88","475,000.00",91412GWN1,US91412GWN14,-,111.02,United States,-,USD,2.26,0.33,1.0,"May 15, 2024",5.0,2.26,-,0.33,2.26,0.33,USD,"Mar 25, 2015","Mar 25, 2015"
ALABAMA FED AID HWY FIN AUTH F,Prerefund/Escrow,Fixed Income,"529,501.78",0.01,"529,501.78","505,000.00",010267AY8,US010267AY80,-,103.19,United States,-,USD,0.66,0.22,1.0,"Sep 01, 2022",5.0,0.65,-,0.22,0.65,0.22,USD,"Dec 18, 2012","Dec 18, 2012"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"527,456.51",0.01,"527,456.51","515,000.00",130685Z94,US130685Z948,-,101.17,United States,-,USD,0.25,0.32,1.0,"Apr 01, 2023",5.0,0.25,-,0.32,0.25,0.32,USD,"Apr 03, 2012","Apr 03, 2012"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"525,220.23",0.01,"525,220.23","490,000.00",650035B72,US650035B723,-,105.72,United States,-,USD,1.17,0.25,1.0,"Mar 15, 2023",5.0,1.17,-,0.25,1.17,0.25,USD,"Sep 26, 2013","Sep 26, 2013"
OHIO ST,State Tax-Backed,Fixed Income,"525,545.28",0.01,"525,545.28","480,000.00",6775223K8,US6775223K89,-,107.99,United States,-,USD,1.64,0.3,1.0,"Sep 15, 2023",5.0,1.63,-,0.3,1.63,0.3,USD,"Jun 26, 2020","Jun 26, 2020"
MINNESOTA ST,State Tax-Backed,Fixed Income,"524,228.27",0.01,"524,228.27","500,000.00",6041297E0,US6041297E02,-,102.76,United States,-,USD,0.73,3.77,1.0,"Aug 01, 2024",5.0,2.43,-,0.25,0.64,0.25,USD,"Aug 16, 2012","Aug 16, 2012"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"524,603.70",0.01,"524,603.70","500,000.00",54466HCT1,US54466HCT14,-,102.42,United States,-,USD,0.49,0.15,1.0,"Jul 01, 2022",5.0,0.49,-,0.15,0.49,0.15,USD,"Jun 15, 2016","Jun 15, 2016"
DISTRICT COLUMBIA,State Tax-Backed,Fixed Income,"524,571.03",0.01,"524,571.03","470,000.00",25476FWN4,US25476FWN40,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Aug 01, 2018","Aug 01, 2018"
MASSACHUSETTS ST,Prerefund/Escrow,Fixed Income,"524,113.97",0.01,"524,113.97","500,000.00",57582RAB2,US57582RAB24,-,103.99,United States,-,USD,0.82,0.21,1.0,"Nov 01, 2022",5.0,0.82,-,0.21,0.82,0.21,USD,"Oct 29, 2014","Oct 29, 2014"
SPRING BRANCH TEX INDPT SCH DI,School Districts,Fixed Income,"522,011.27",0.01,"522,011.27","450,000.00",849476TA4,US849476TA44,-,113.92,United States,-,USD,2.86,0.45,1.0,"Feb 01, 2025",5.0,2.85,-,0.45,2.85,0.45,USD,"Oct 30, 2019","Oct 15, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"520,188.90",0.01,"520,188.90","485,000.00",13063BU26,US13063BU264,-,105.17,United States,-,USD,1.05,0.22,1.0,"Feb 01, 2023",5.0,1.05,-,0.22,1.05,0.22,USD,"Mar 27, 2013","Mar 27, 2013"
NEW JERSEY ST TRANSN TR FD AUTH,State Tax-Backed,Fixed Income,"519,916.02",0.01,"519,916.02","460,000.00",646136YA3,US646136YA31,-,112.8,United States,-,USD,2.79,0.62,1.0,"Dec 15, 2024",5.0,2.78,-,0.62,2.78,0.62,USD,"Oct 21, 2010","Oct 21, 2010"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"519,917.00",0.01,"519,917.00","475,000.00",13063B5D0,US13063B5D02,-,108.21,United States,-,USD,1.68,0.29,1.0,"Oct 01, 2023",5.0,1.68,-,0.29,1.68,0.29,USD,"Apr 23, 2013","Apr 23, 2013"
OHIO ST,State Tax-Backed,Fixed Income,"519,504.40",0.01,"519,504.40","440,000.00",677522UU6,US677522UU61,-,115.96,United States,-,USD,3.28,0.5,1.0,"Aug 01, 2025",5.0,3.28,-,0.5,3.28,0.5,USD,"Dec 21, 2017","Dec 21, 2017"
COLUMBUS OHIO,Local Tax-Backed,Fixed Income,"518,566.22",0.01,"518,566.22","425,000.00",199492PT0,US199492PT05,-,119.52,United States,-,USD,4.03,0.6,1.0,"Jul 01, 2026",5.0,4.03,-,0.6,4.03,0.6,USD,"Mar 07, 2016","Mar 07, 2016"
ILLINOIS ST SALES TAX REV,State Tax-Backed,Fixed Income,"517,440.84",0.01,"517,440.84","435,000.00",452227SA0,US452227SA08,-,117.67,United States,-,USD,4.04,0.94,1.0,"Jun 15, 2026",5.0,4.03,-,0.94,4.03,0.94,USD,"Sep 29, 2021","Sep 29, 2021"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"514,314.62",0.01,"514,314.62","480,000.00",544495YQ1,US544495YQ19,-,104.65,United States,-,USD,1.15,3.57,1.0,"Jul 01, 2025",5.0,3.13,-,0.34,0.97,0.34,USD,"Apr 02, 2013","Apr 02, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"513,756.93",0.01,"513,756.93","490,000.00",13063CHA1,US13063CHA18,-,104.02,United States,-,USD,0.82,0.18,1.0,"Nov 01, 2022",5.0,0.82,-,0.18,0.82,0.18,USD,"Nov 05, 2013","Nov 05, 2013"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"513,672.44",0.01,"513,672.44","460,000.00",650035M62,US650035M621,-,110.2,United States,-,USD,2.09,0.35,1.0,"Mar 15, 2024",5.0,2.09,-,0.35,2.09,0.35,USD,"Dec 18, 2014","Dec 18, 2014"
NEW JERSEY ECONOMIC DEV AUTH R,State Tax-Backed,Fixed Income,"511,965.68",0.01,"511,965.68","500,000.00",645918M42,US645918M428,-,100.73,United States,-,USD,0.16,4.35,1.0,"Mar 01, 2023",5.0,1.11,-,0.63,0.17,0.63,USD,"May 02, 2012","May 02, 2012"
LOUISIANA ST,State Tax-Backed,Fixed Income,"508,571.35",0.01,"508,571.35","475,000.00",546415U81,US546415U816,-,106.23,United States,-,USD,1.3,0.31,1.0,"May 01, 2023",5.0,1.3,-,0.31,1.3,0.31,USD,"May 14, 2015","May 14, 2015"
ALABAMA ST HWY FIN CORP SPL OB,Transportation,Fixed Income,"509,031.39",0.01,"509,031.39","490,000.00",010573AB9,US010573AB94,-,102.22,United States,-,USD,0.57,0.19,1.0,"Aug 01, 2022",4.0,0.57,-,0.19,0.57,0.19,USD,"Aug 18, 2020","Aug 18, 2020"
MASSACHUSETTS ST,State Tax-Backed,Fixed Income,"507,013.92",0.01,"507,013.92","430,000.00",57582PBC3,US57582PBC32,-,117.08,United States,-,USD,3.54,0.5,1.0,"Nov 01, 2025",5.0,3.53,-,0.5,3.53,0.5,USD,"Nov 29, 2006","Nov 29, 2006"
OKLAHOMA ST WTR RES BRD REVOLV,Utility,Fixed Income,"504,843.05",0.01,"504,843.05","425,000.00",67919PSA2,US67919PSA20,-,118.66,United States,-,USD,3.9,0.55,1.0,"Apr 01, 2026",5.0,3.9,-,0.55,3.9,0.55,USD,"Dec 22, 2021","Dec 22, 2021"
OREGON ST DEPT TRANSN HWY USER,Prerefund/Escrow,Fixed Income,"503,237.92",0.01,"503,237.92","460,000.00",68607DQU2,US68607DQU27,-,108.76,United States,-,USD,1.8,0.3,1.0,"Nov 15, 2023",5.0,1.8,-,0.3,1.8,0.3,USD,"Oct 16, 2013","Oct 16, 2013"
NEW JERSEY ST EDUCTNL FACS AUTH R,Education,Fixed Income,"503,547.02",0.01,"503,547.02","480,000.00",646066M98,US646066M987,-,102.41,United States,-,USD,0.49,0.18,1.0,"Jul 01, 2022",5.0,0.49,-,0.18,0.49,0.18,USD,"Apr 04, 2017","Apr 04, 2017"
NEW JERSEY ST EDL FACS AUTH RE,Education,Fixed Income,"502,982.90",0.01,"502,982.90","450,000.00",646067BW7,US646067BW76,-,110.11,United States,-,USD,2.05,0.32,1.0,"Mar 01, 2024",5.0,2.05,-,0.32,2.05,0.32,USD,"Apr 08, 2021","Apr 08, 2021"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"500,918.04",0.01,"500,918.04","440,000.00",13063CNK2,US13063CNK26,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Oct 07, 2014","Oct 07, 2014"
NORTH TEX TWY AUTH REV,Transportation,Fixed Income,"498,480.47",0.01,"498,480.47","465,000.00",66285WWS1,US66285WWS15,-,104.7,United States,-,USD,0.97,0.29,1.0,"Jan 01, 2023",5.0,0.97,-,0.29,0.97,0.29,USD,"Nov 01, 2017","Nov 01, 2017"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"497,814.17",0.01,"497,814.17","475,000.00",64966J3M6,US64966J3M65,-,102.72,United States,-,USD,0.58,3.22,1.0,"Aug 01, 2023",5.0,1.49,-,0.33,0.57,0.33,USD,"Oct 23, 2012","Oct 23, 2012"
WASHINGTON SUBN SAN DIST MD,Local Tax-Backed,Fixed Income,"496,694.69",0.01,"496,694.69","485,000.00",940157VA5,US940157VA50,-,101.99,United States,-,USD,0.42,0.21,1.0,"Jun 01, 2022",5.0,0.42,-,0.21,0.42,0.21,USD,"Apr 23, 2013","Apr 23, 2013"
UTILITY DEBT SECURITIZATION AU,Utility,Fixed Income,"496,855.87",0.01,"496,855.87","455,000.00",91802RBY4,US91802RBY45,-,108.98,United States,-,USD,2.18,2.6,1.0,"Dec 15, 2025",5.0,3.6,-,0.39,1.88,0.39,USD,"Apr 07, 2016","Apr 07, 2016"
PHOENIX ARIZ,Local Tax-Backed,Fixed Income,"493,544.95",0.01,"493,544.95","475,000.00",718814N44,US718814N445,-,101.9,United States,-,USD,0.49,0.19,1.0,"Jul 01, 2022",4.0,0.49,-,0.19,0.49,0.19,USD,"Jun 24, 2014","Jun 24, 2014"
CALIFORNIA ST PUB WKS BRD LEAS,Prerefund/Escrow,Fixed Income,"491,627.76",0.01,"491,627.76","480,000.00",1306852V1,US1306852V18,-,101.17,United States,-,USD,0.25,0.3,1.0,"Apr 01, 2022",5.0,0.25,-,0.3,0.25,0.3,USD,"Apr 03, 2012","Apr 03, 2012"
CHICAGO ILL O HARE INTL ARPT R,Transportation,Fixed Income,"491,951.35",0.01,"491,951.35","425,000.00",167593RC8,US167593RC80,-,113.25,United States,-,USD,2.96,1.57,1.0,"Jan 01, 2026",5.0,3.59,-,0.54,2.77,0.54,USD,"Oct 15, 2015","Oct 15, 2015"
HARFORD CNTY MD,Local Tax-Backed,Fixed Income,"487,834.10",0.01,"487,834.10","445,000.00",412487DM9,US412487DM91,-,107.13,United States,-,USD,1.43,0.24,1.0,"Jul 01, 2023",5.0,1.43,-,0.24,1.43,0.24,USD,"Apr 21, 2015","Apr 21, 2015"
EAST BAY CALIF MUN UTIL DIST W,Utility,Fixed Income,"486,722.49",0.01,"486,722.49","420,000.00",271014XZ0,US271014XZ03,-,115.47,United States,-,USD,3.19,0.43,1.0,"Jun 01, 2025",5.0,3.18,-,0.43,3.18,0.43,USD,"Jun 11, 2014","Jun 11, 2014"
CALIFORNIA ST DEPT WTR RES CEN,Utility,Fixed Income,"486,853.97",0.01,"486,853.97","445,000.00",13067WPS5,US13067WPS51,-,108.99,United States,-,USD,1.85,0.29,1.0,"Dec 01, 2023",5.0,1.85,-,0.29,1.85,0.29,USD,"Oct 18, 2018","Oct 18, 2018"
MASSACHUSETTS ST,State Tax-Backed,Fixed Income,"487,242.15",0.01,"487,242.15","455,000.00",57582RB70,US57582RB704,-,106.67,United States,-,USD,1.38,0.28,1.0,"Jun 01, 2023",5.0,1.38,-,0.28,1.38,0.28,USD,"Jun 23, 2020","Jun 23, 2020"
NEW JERSEY ST TRANSPRTN TRUST FUND,Transportation,Fixed Income,"486,103.90",0.01,"486,103.90","475,000.00",646136Z79,US646136Z790,-,102.12,United States,-,USD,0.45,0.35,1.0,"Jun 15, 2022",5.0,0.45,-,0.35,0.45,0.35,USD,"Nov 02, 2016","Nov 02, 2016"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"485,036.60",0.01,"485,036.60","410,000.00",5444954Y7,US5444954Y74,-,115.8,United States,-,USD,3.14,0.44,1.0,"Jul 01, 2025",5.0,3.2,-,0.34,3.13,0.34,USD,"Nov 01, 2018","Nov 01, 2018"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"483,498.88",0.01,"483,498.88","425,000.00",64972GUL6,US64972GUL66,-,113.54,United States,-,USD,3.08,1.82,1.0,"Jun 15, 2026",5.0,4.03,-,0.39,2.79,0.39,USD,"Jul 17, 2019","Jul 17, 2019"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"482,345.11",0.01,"482,345.11","450,000.00",650035E20,US650035E206,-,105.72,United States,-,USD,1.23,0.25,1.0,"Mar 15, 2023",5.0,1.24,-,0.25,1.24,0.25,USD,"Sep 26, 2013","Sep 26, 2013"
HOUSTON TEX,Local Tax-Backed,Fixed Income,"482,304.32",0.01,"482,304.32","450,000.00",442331K37,US442331K373,-,105.51,United States,-,USD,1.13,0.26,1.0,"Mar 01, 2023",5.0,1.13,-,0.26,1.13,0.26,USD,"Apr 13, 2016","Apr 13, 2016"
NEW JERSEY ECONOMIC DEV AUTH R,State Tax-Backed,Fixed Income,"481,230.73",0.01,"481,230.73","470,000.00",64577XAL0,US64577XAL01,-,100.72,United States,-,USD,0.19,4.8,1.0,"Mar 01, 2026",5.0,3.67,-,0.65,0.17,0.65,USD,"May 02, 2012","May 02, 2012"
NORTH CAROLINA ST LTD OBLIG,State Tax-Backed,Fixed Income,"480,635.25",0.01,"480,635.25","415,000.00",65829QCU6,US65829QCU67,-,114.98,United States,-,USD,3.1,0.46,1.0,"May 01, 2025",5.0,3.1,-,0.46,3.1,0.46,USD,"Aug 03, 2017","Aug 03, 2017"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"477,889.66",0.01,"477,889.66","405,000.00",13063CR44,US13063CR441,-,116.33,United States,-,USD,3.37,0.5,1.0,"Sep 01, 2025",5.0,3.36,-,0.5,3.36,0.5,USD,"Apr 28, 2016","Apr 28, 2016"
WASHINGTON ST FOR ISSUES DTD P,State Tax-Backed,Fixed Income,"477,389.37",0.01,"477,389.37","455,000.00",93974DLN6,US93974DLN65,-,102.42,United States,-,USD,0.49,0.15,1.0,"Jul 01, 2022",5.0,0.49,-,0.15,0.49,0.15,USD,"Feb 04, 2015","Feb 04, 2015"
FORT BEND TEX INDPT SCH DIST,School Districts,Fixed Income,"477,749.94",0.01,"477,749.94","405,000.00",346843RC1,US346843RC13,-,116.07,United States,-,USD,3.32,0.51,1.0,"Aug 15, 2025",5.0,3.32,-,0.51,3.32,0.51,USD,"May 27, 2020","Apr 15, 2020"
PENNSYLVANIA ST,State Tax-Backed,Fixed Income,"473,863.70",0.01,"473,863.70","425,000.00",70914PWX6,US70914PWX67,-,110.03,United States,-,USD,2.09,0.43,1.0,"Mar 15, 2024",5.0,2.09,-,0.43,2.09,0.43,USD,"Feb 12, 2015","Feb 12, 2015"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"472,048.95",0.01,"472,048.95","450,000.00",64972H2B7,US64972H2B79,-,102.59,United States,-,USD,0.53,0.18,1.0,"Jul 15, 2022",5.0,0.53,-,0.18,0.53,0.18,USD,"Jul 20, 2017","Jul 20, 2017"
NEW YORK ST TWY AUTH SECOND GE,State Tax-Backed,Fixed Income,"471,055.32",0.01,"471,055.32","460,000.00",650014WM1,US650014WM12,-,101.15,United States,-,USD,0.25,4.04,1.0,"Apr 01, 2023",5.0,1.19,-,0.38,0.25,0.38,USD,"Mar 22, 2012","Mar 22, 2012"
ORLANDO FLA UTILS COMMN UTIL S,Utility,Fixed Income,"470,347.16",0.01,"470,347.16","430,000.00",686507FZ2,US686507FZ24,-,108.13,United States,-,USD,1.68,0.33,1.0,"Oct 01, 2023",5.0,1.68,-,0.33,1.68,0.33,USD,"Jan 09, 2013","Jan 09, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"470,529.64",0.01,"470,529.64","430,000.00",13063CJU5,US13063CJU53,-,109.01,United States,-,USD,2.13,2.57,1.0,"Dec 01, 2025",5.0,3.56,-,0.28,1.85,0.28,USD,"Mar 27, 2014","Mar 27, 2014"
CHICAGO ILL MET WTR RECLAMATIO,Local Tax-Backed,Fixed Income,"469,771.31",0.01,"469,771.31","400,000.00",167560SU6,US167560SU60,-,117.03,United States,-,USD,3.61,0.6,1.0,"Dec 01, 2025",5.0,3.61,-,0.6,3.61,0.6,USD,"Jul 07, 2016","Jul 07, 2016"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"469,343.98",0.01,"469,343.98","405,000.00",64971WPN4,US64971WPN47,-,115.05,United States,-,USD,3.21,0.99,1.0,"Nov 01, 2025",5.0,3.52,-,0.44,3.1,0.44,USD,"Mar 12, 2015","Mar 12, 2015"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"462,649.79",0.01,"462,649.79","400,000.00",91412GYK5,US91412GYK56,-,115.0,United States,-,USD,3.35,1.45,1.0,"May 15, 2026",5.0,3.96,-,0.51,3.14,0.51,USD,"Mar 25, 2015","Mar 25, 2015"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"462,461.70",0.01,"462,461.70","385,000.00",64990APG4,US64990APG49,-,118.65,United States,-,USD,3.82,0.51,1.0,"Mar 15, 2026",5.0,3.82,-,0.51,3.82,0.51,USD,"Oct 12, 2018","Oct 12, 2018"
MASSACHUSETTS ST SCH BLDG AUTH,Prerefund/Escrow,Fixed Income,"461,425.44",0.01,"461,425.44","440,000.00",576000YB3,US576000YB32,-,102.98,United States,-,USD,0.61,0.2,1.0,"Aug 15, 2022",5.0,0.61,-,0.2,0.61,0.2,USD,"Aug 16, 2012","Aug 16, 2012"
BAY AREA TOLL AUTH CALIF TOLL,Transportation,Fixed Income,"460,951.16",0.01,"460,951.16","450,000.00",072024SF0,US072024SF04,-,101.18,United States,-,USD,0.25,0.26,1.0,"Apr 01, 2022",5.0,0.25,-,0.26,0.25,0.26,USD,"Oct 23, 2012","Oct 23, 2012"
WASHINGTON ST FOR ISSUES DTD P,State Tax-Backed,Fixed Income,"460,210.82",0.01,"460,210.82","390,000.00",93974DY36,US93974DY362,-,115.92,United States,-,USD,3.28,0.51,1.0,"Aug 01, 2025",5.0,3.28,-,0.51,3.28,0.51,USD,"Dec 20, 2017","Dec 20, 2017"
CALIFORNIA INFRASTRUCTURE & EC,Utility,Fixed Income,"459,946.70",0.01,"459,946.70","420,000.00",13034ARW2,US13034ARW26,-,108.26,United States,-,USD,1.68,0.27,1.0,"Oct 01, 2023",5.0,1.68,-,0.27,1.68,0.27,USD,"Mar 23, 2017","Mar 23, 2017"
CONNECTICUT ST SPL TAX OBLIG R,State Tax-Backed,Fixed Income,"458,755.71",0.01,"458,755.71","390,000.00",207758XZ1,US207758XZ15,-,116.38,United States,-,USD,3.45,0.58,1.0,"Oct 01, 2025",5.0,3.44,-,0.58,3.44,0.58,USD,"Oct 25, 2018","Oct 25, 2018"
TENNESSEE ST,State Tax-Backed,Fixed Income,"456,150.81",0.01,"456,150.81","400,000.00",880541WQ6,US880541WQ62,-,111.95,United States,-,USD,2.42,0.35,1.0,"Aug 01, 2024",5.0,2.42,-,0.35,2.42,0.35,USD,"Aug 25, 2016","Aug 25, 2016"
PHOENIX ARIZ,Local Tax-Backed,Fixed Income,"455,504.36",0.01,"455,504.36","400,000.00",718814Q25,US718814Q257,-,111.38,United States,-,USD,2.33,0.42,1.0,"Jul 01, 2024",5.0,2.33,-,0.42,2.33,0.42,USD,"Sep 13, 2016","Sep 13, 2016"
MASSACHUSETTS ST,State Tax-Backed,Fixed Income,"454,658.87",0.01,"454,658.87","415,000.00",57582PQ78,US57582PQ789,-,107.47,United States,-,USD,1.51,0.27,1.0,"Aug 01, 2023",5.0,1.51,-,0.27,1.51,0.27,USD,"Jul 02, 2013","Jul 02, 2013"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"454,816.97",0.01,"454,816.97","415,000.00",544646P48,US544646P487,-,107.09,United States,-,USD,1.43,0.26,1.0,"Jul 01, 2023",5.0,1.43,-,0.26,1.43,0.26,USD,"Jun 26, 2014","Jun 26, 2014"
ARIZONA WTR INFRASTRUCTURE FIN,Utility,Fixed Income,"455,262.88",0.01,"455,262.88","400,000.00",040688MQ3,US040688MQ35,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Dec 04, 2014","Dec 04, 2014"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"454,743.08",0.01,"454,743.08","415,000.00",64972H6H0,US64972H6H04,-,107.27,United States,-,USD,1.47,0.26,1.0,"Jul 15, 2023",5.0,1.47,-,0.26,1.47,0.26,USD,"Jul 20, 2017","Jul 20, 2017"
CALIFORNIA ST UNIV REV,Education,Fixed Income,"454,137.88",0.01,"454,137.88","415,000.00",13077CB78,US13077CB783,-,108.6,United States,-,USD,1.77,0.29,1.0,"Nov 01, 2023",5.0,1.76,-,0.29,1.76,0.29,USD,"Aug 07, 2013","Aug 07, 2013"
ENERGY NORTHWEST WASH ELEC REV,Utility,Fixed Income,"454,447.40",0.01,"454,447.40","400,000.00",29270CF83,US29270CF837,-,111.11,United States,-,USD,2.49,1.71,1.0,"Jul 01, 2025",5.0,3.17,-,0.52,2.33,0.52,USD,"Aug 21, 2014","Aug 21, 2014"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"454,304.96",0.01,"454,304.96","400,000.00",89602N5B6,US89602N5B60,-,112.94,United States,-,USD,2.7,0.46,1.0,"Nov 15, 2024",5.0,2.7,-,0.46,2.7,0.46,USD,"Jan 28, 2016","Jan 28, 2016"
ALAMEDA CNTY CALIF TRANSN AUTH,Local Tax-Backed,Fixed Income,"453,682.37",0.01,"453,682.37","445,000.00",011118BG0,US011118BG07,-,100.62,United States,-,USD,0.16,0.29,1.0,"Mar 01, 2022",4.0,0.17,-,0.29,0.17,0.29,USD,"Mar 04, 2014","Mar 04, 2014"
CONNECTICUT ST SPL TAX OBLIG R,State Tax-Backed,Fixed Income,"452,398.11",0.01,"452,398.11","400,000.00",207758F57,US207758F570,-,112.68,United States,-,USD,2.68,0.49,1.0,"Nov 01, 2024",5.0,2.67,-,0.49,2.67,0.49,USD,"Dec 01, 2021","Dec 01, 2021"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"446,037.29",0.01,"446,037.29","400,000.00",64986DDF9,US64986DDF96,-,111.29,United States,-,USD,2.35,0.38,1.0,"Jun 15, 2024",5.0,2.34,-,0.38,2.34,0.38,USD,"Apr 13, 2017","Apr 13, 2017"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"445,694.37",0.01,"445,694.37","425,000.00",64966LMQ1,US64966LMQ13,-,102.79,United States,-,USD,0.57,0.22,1.0,"Aug 01, 2022",5.0,0.57,-,0.22,0.57,0.22,USD,"Jun 23, 2014","Jun 23, 2014"
