,,,,,,,,,,,,,,,,,,,,,,,,,,iShares California Muni Bond ETF
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"547,115.80",0.03,"547,115.80","500,000.00",544525SJ8,US544525SJ85,-,106.92,United States,-,USD,2.59,4.23,1.0,"Jul 01, 2033",5.0,8.6,-,0.37,1.43,0.37,USD,"Dec 05, 2013","Dec 05, 2013"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"546,825.88",0.03,"546,825.88","500,000.00",13063CJS0,US13063CJS08,-,108.95,United States,-,USD,1.85,0.31,1.0,"Dec 01, 2023",5.0,1.85,-,0.31,1.85,0.31,USD,"Mar 27, 2014","Mar 27, 2014"
UNIVERSITY CALIF REVS,Education,Fixed Income,"546,918.71",0.03,"546,918.71","495,000.00",91412HMN0,US91412HMN07,-,109.85,United States,-,USD,4.79,4.31,1.0,"May 15, 2044",5.0,13.02,-,0.8,2.25,0.8,USD,"Apr 10, 2014","Apr 10, 2014"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"545,622.30",0.03,"545,622.30","505,000.00",13063DTM0,US13063DTM01,-,107.04,United States,-,USD,12.57,2.64,1.0,"Mar 01, 2050",3.0,19.11,-,2.06,7.2,2.06,USD,"Mar 19, 2020","Mar 19, 2020"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"544,210.96",0.03,"544,210.96","450,000.00",797355Q56,US797355Q560,-,120.94,United States,-,USD,16.46,2.09,1.0,"Jul 01, 2041",0.0,16.88,-,1.94,16.28,1.94,USD,"Mar 15, 2012","Mar 15, 2012"
POWAY CALIF UNI SCH DIST,School Districts,Fixed Income,"540,307.14",0.03,"540,307.14","755,000.00",738850RD0,US738850RD02,-,71.56,United States,-,USD,16.45,2.03,1.0,"Aug 01, 2038",0.0,16.25,-,2.03,16.25,2.03,USD,"Aug 11, 2011","Aug 11, 2011"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"538,139.80",0.03,"538,139.80","500,000.00",13062PHG0,US13062PHG00,-,105.44,United States,-,USD,1.05,0.22,1.0,"Feb 01, 2023",5.25,1.05,-,0.22,1.05,0.22,USD,"Jul 01, 2003","Jul 01, 2003"
WILLIAM S HART CALIF UN HIGH S,Prerefund/Escrow,Fixed Income,"538,006.73",0.03,"538,006.73","500,000.00",969268CQ2,US969268CQ27,-,105.93,United States,-,USD,1.53,0.24,1.0,"Aug 01, 2023",4.0,1.53,-,0.24,1.53,0.24,USD,"Feb 21, 2013","Feb 21, 2013"
SAN MARCOS CALIF UNI SCH DIST,Prerefund/Escrow,Fixed Income,"537,810.02",0.03,"537,810.02","480,000.00",798755ES9,US798755ES91,-,109.96,United States,-,USD,2.01,0.29,1.0,"Feb 15, 2024",5.0,2.0,-,0.29,2.0,0.29,USD,"May 15, 2014","May 15, 2014"
BAY AREA TOLL AUTH CALIF TOLL,Prerefund/Escrow,Fixed Income,"536,111.75",0.03,"536,111.75","500,000.00",072024TC6,US072024TC63,-,105.97,United States,-,USD,1.22,0.21,1.0,"Apr 01, 2023",5.0,1.21,-,0.21,1.21,0.21,USD,"Aug 06, 2013","Aug 06, 2013"
LOS ANGELES CALIF CMNTY COLLEG,Prerefund/Escrow,Fixed Income,"535,590.11",0.03,"535,590.11","470,000.00",54438CTC6,US54438CTC63,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Jan 08, 2015","Jan 08, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"534,362.86",0.03,"534,362.86","475,000.00",13063CQS2,US13063CQS25,-,111.16,United States,-,USD,2.98,0.45,1.0,"Mar 01, 2025",4.0,2.97,-,0.45,2.97,0.45,USD,"Mar 18, 2015","Mar 18, 2015"
UNIVERSITY CALIF REVS,Education,Fixed Income,"532,483.32",0.03,"532,483.32","520,000.00",91412HMY6,US91412HMY61,-,101.76,United States,-,USD,0.37,0.26,1.0,"May 15, 2024",5.0,0.37,-,0.26,0.37,0.26,USD,"Aug 09, 2012","Aug 09, 2012"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"530,151.57",0.03,"530,151.57","475,000.00",54466HDK9,US54466HDK95,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Nov 30, 2016","Nov 30, 2016"
CALIFORNIA ST UNIV REV,Prerefund/Escrow,Fixed Income,"529,817.06",0.03,"529,817.06","465,000.00",13077DPS5,US13077DPS52,-,113.11,United States,-,USD,2.67,0.35,1.0,"Nov 01, 2024",5.0,2.66,-,0.35,2.66,0.35,USD,"Aug 20, 2014","Aug 20, 2014"
UNIVERSITY CALIF REVS,Education,Fixed Income,"527,363.29",0.03,"527,363.29","515,000.00",91412HMV2,US91412HMV23,-,101.76,United States,-,USD,0.37,0.26,1.0,"May 15, 2025",5.0,0.37,-,0.26,0.37,0.26,USD,"Aug 09, 2012","Aug 09, 2012"
LOS ANGELES CNTY CALIF PUB WKS,Local Tax-Backed,Fixed Income,"524,405.32",0.03,"524,405.32","500,000.00",54473EPX6,US54473EPX66,-,102.8,United States,-,USD,0.57,0.2,1.0,"Feb 01, 2023",5.0,0.57,-,0.2,0.57,0.2,USD,"Oct 18, 2012","Oct 18, 2012"
SAN DIEGO CNTY CALIF WTR AUTH,Prerefund/Escrow,Fixed Income,"524,288.67",0.03,"524,288.67","500,000.00",797412BP7,US797412BP78,-,104.02,United States,-,USD,0.82,0.17,1.0,"Nov 01, 2022",5.0,0.82,-,0.17,0.82,0.17,USD,"Mar 13, 2013","Mar 13, 2013"
VENTURA CNTY CALIF PUB FING AU,Prerefund/Escrow,Fixed Income,"524,156.57",0.03,"524,156.57","500,000.00",923078BA6,US923078BA64,-,104.0,United States,-,USD,0.82,0.2,1.0,"Nov 01, 2022",5.0,0.82,-,0.2,0.82,0.2,USD,"Mar 07, 2013","Mar 07, 2013"
CALIFORNIA ST DEPT OF WTR RESOURCE,Utility,Fixed Income,"524,064.83",0.03,"524,064.83","500,000.00",13067WNM0,US13067WNM00,-,104.4,United States,-,USD,0.91,0.2,1.0,"Dec 01, 2022",5.0,0.9,-,0.2,0.9,0.2,USD,"Dec 19, 2017","Dec 19, 2017"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"523,221.80",0.03,"523,221.80","460,000.00",544646S94,US544646S945,-,111.24,United States,-,USD,2.71,2.35,1.0,"Jul 01, 2026",5.0,3.98,-,0.47,2.33,0.47,USD,"Jun 26, 2014","Jun 26, 2014"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"522,335.57",0.03,"522,335.57","510,000.00",1306852Z2,US1306852Z22,-,101.17,United States,-,USD,0.25,0.32,1.0,"Apr 01, 2023",5.0,0.25,-,0.32,0.25,0.32,USD,"Apr 03, 2012","Apr 03, 2012"
METROPOLITAN WTR DIST SOUTHN C,Utility,Fixed Income,"522,429.37",0.03,"522,429.37","500,000.00",59266TNP2,US59266TNP20,-,102.4,United States,-,USD,0.49,0.86,1.0,"Aug 01, 2022",5.0,0.57,-,0.19,0.49,0.19,USD,"Jul 03, 2017","Jul 03, 2017"
CERRITOS CALIF CMNTY COLLEGE D,School Districts,Fixed Income,"520,924.79",0.03,"520,924.79","545,000.00",156792FA6,US156792FA62,-,95.58,United States,-,USD,4.58,0.99,1.0,"Aug 01, 2026",0.0,4.54,-,0.99,4.54,0.99,USD,"Apr 04, 2012","Apr 04, 2012"
SAN MATEO CALIF UN HIGH SCH DIST,School Districts,Fixed Income,"520,297.00",0.03,"520,297.00","500,000.00",799017GT9,US799017GT90,-,104.06,United States,-,USD,9.6,2.17,1.0,"Sep 01, 2033",0.0,9.58,-,2.17,9.58,2.17,USD,"Jun 15, 2011","Jun 15, 2011"
SOUTHWESTERN CMNTY COLLEGE DIST CA,School Districts,Fixed Income,"517,050.30",0.03,"517,050.30","1,000,000.00",845389EX9,US845389EX97,-,51.71,United States,-,USD,24.3,2.7,1.0,"Aug 01, 2046",0.0,23.94,-,2.7,23.94,2.7,USD,"Jun 16, 2011","Jun 16, 2011"
SAN MATEO FOSTER CITY CALIF PU,Utility,Fixed Income,"516,896.36",0.03,"516,896.36","430,000.00",79905VAW1,US79905VAW19,-,118.54,United States,-,USD,9.82,2.88,1.0,"Aug 01, 2044",4.0,14.42,-,1.41,6.57,1.41,USD,"Jun 04, 2019","Jun 04, 2019"
POWAY CALIF UNI SCH DIST,School Districts,Fixed Income,"514,994.64",0.03,"514,994.64","645,000.00",738850QZ2,US738850QZ23,-,79.84,United States,-,USD,12.5,1.8,1.0,"Aug 01, 2034",0.0,12.36,-,1.8,12.36,1.8,USD,"Aug 11, 2011","Aug 11, 2011"
ESCONDIDO CALIF UN HIGH SCH DI,School Districts,Fixed Income,"514,893.09",0.03,"514,893.09","985,000.00",296353LZ6,US296353LZ60,-,52.27,United States,-,USD,24.3,2.66,1.0,"Aug 01, 2046",0.0,23.95,-,2.66,23.95,2.66,USD,"Oct 06, 2011","Oct 06, 2011"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"514,645.14",0.03,"514,645.14","470,000.00",13063CB33,US13063CB338,-,107.83,United States,-,USD,1.6,0.29,1.0,"Sep 01, 2023",5.0,1.6,-,0.29,1.6,0.29,USD,"Mar 17, 2016","Mar 17, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"512,252.57",0.03,"512,252.57","500,000.00",13063BRF1,US13063BRF12,-,100.37,United States,-,USD,0.09,0.58,1.0,"Feb 01, 2023",5.0,0.08,-,0.58,0.08,0.58,USD,"Mar 08, 2012","Mar 08, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"512,180.35",0.03,"512,180.35","500,000.00",13063BWZ1,US13063BWZ11,-,101.19,United States,-,USD,0.25,0.25,1.0,"Apr 01, 2022",5.0,0.25,-,0.25,0.25,0.25,USD,"Apr 24, 2012","Apr 24, 2012"
SAN DIEGO CNTY CALIF REGL TRAN,Local Tax-Backed,Fixed Income,"512,180.35",0.03,"512,180.35","500,000.00",797400GV4,US797400GV46,-,101.19,United States,-,USD,0.25,0.25,1.0,"Apr 01, 2022",5.0,0.25,-,0.25,0.25,0.25,USD,"Jun 14, 2012","Jun 14, 2012"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"512,052.14",0.03,"512,052.14","500,000.00",91412GRT4,US91412GRT49,-,101.77,United States,-,USD,0.37,0.23,1.0,"May 15, 2022",5.0,0.37,-,0.23,0.37,0.23,USD,"Mar 14, 2013","Mar 14, 2013"
LOS ANGELES CALIF DEPT ARPTS A,Transportation,Fixed Income,"511,865.89",0.03,"511,865.89","500,000.00",544435Z60,US544435Z609,-,101.73,United States,-,USD,1.13,4.82,1.0,"May 15, 2035",5.0,9.14,-,0.33,0.37,0.33,USD,"Dec 18, 2012","Dec 18, 2012"
LOS ANGELES CALIF WASTEWTR SYS,Utility,Fixed Income,"511,638.58",0.03,"511,638.58","500,000.00",5446527U8,US5446527U89,-,101.91,United States,-,USD,0.99,4.76,1.0,"Jun 01, 2032",5.0,8.04,-,0.4,0.42,0.4,USD,"May 30, 2012","May 30, 2012"
SAN DIEGO CNTY CALIF REGL ARPT,Transportation,Fixed Income,"505,643.56",0.03,"505,643.56","400,000.00",79739GLE4,US79739GLE43,-,123.91,United States,-,USD,8.93,3.46,1.0,"Jul 01, 2044",5.0,13.05,-,1.6,6.31,1.6,USD,"Dec 11, 2019","Dec 11, 2019"
BAY AREA TOLL AUTH CALIF TOLL,Transportation,Fixed Income,"504,301.28",0.03,"504,301.28","400,000.00",072024VB5,US072024VB52,-,124.83,United States,-,USD,5.47,0.91,1.0,"Apr 01, 2028",5.0,5.47,-,0.91,5.47,0.91,USD,"Aug 23, 2017","Aug 23, 2017"
SAN DIEGO CNTY CALIF REGL ARPT,Transportation,Fixed Income,"502,939.96",0.03,"502,939.96","400,000.00",79739GLF1,US79739GLF18,-,123.23,United States,-,USD,9.45,3.65,1.0,"Jul 01, 2049",5.0,15.24,-,1.69,6.3,1.69,USD,"Dec 11, 2019","Dec 11, 2019"
RIVERSIDE CNTY CALIF TRANSN CO,Local Tax-Backed,Fixed Income,"499,529.88",0.03,"499,529.88","410,000.00",769125GH2,US769125GH21,-,121.42,United States,-,USD,7.37,3.36,1.0,"Jun 01, 2039",5.0,12.16,-,0.94,4.84,0.94,USD,"Jul 19, 2017","Jul 19, 2017"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"498,406.38",0.03,"498,406.38","455,000.00",13063DDM7,US13063DDM74,-,107.46,United States,-,USD,1.51,0.28,1.0,"Aug 01, 2023",5.0,1.51,-,0.28,1.51,0.28,USD,"Oct 26, 2017","Oct 26, 2017"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"498,415.91",0.03,"498,415.91","415,000.00",544525ZM3,US544525ZM32,-,118.1,United States,-,USD,4.94,0.64,1.0,"Jul 01, 2027",4.0,4.94,-,0.64,4.94,0.64,USD,"Sep 01, 2020","Sep 01, 2020"
FOOTHILL / EASTERN TRANSN CORR,Transportation,Fixed Income,"496,940.65",0.03,"496,940.65","500,000.00",345105HR4,US345105HR47,-,99.39,United States,-,USD,1.05,0.59,1.0,"Jan 15, 2023",0.0,1.04,-,0.59,1.04,0.59,USD,"Jan 02, 2014","Jan 02, 2014"
SACRAMENTO CALIF MUN UTIL DIST,Utility,Fixed Income,"493,300.08",0.03,"493,300.08","450,000.00",786005ZD3,US786005ZD39,-,107.73,United States,-,USD,1.55,0.22,1.0,"Aug 15, 2023",5.0,1.55,-,0.22,1.55,0.22,USD,"Dec 14, 2017","Dec 14, 2017"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"487,413.03",0.03,"487,413.03","400,000.00",13063CZ45,US13063CZ451,-,120.19,United States,-,USD,4.2,0.61,1.0,"Sep 01, 2026",5.0,4.2,-,0.61,4.2,0.61,USD,"Sep 13, 2016","Sep 13, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"482,035.36",0.02,"482,035.36","450,000.00",13063B4N9,US13063B4N92,-,105.87,United States,-,USD,1.7,3.85,1.0,"Oct 01, 2027",5.0,4.94,-,0.29,1.21,0.29,USD,"Apr 23, 2013","Apr 23, 2013"
SAN JOSE CALIF,Local Tax-Backed,Fixed Income,"477,464.86",0.02,"477,464.86","370,000.00",798135G29,US798135G293,-,127.38,United States,-,USD,5.77,0.78,1.0,"Sep 01, 2028",5.0,5.78,-,0.78,5.78,0.78,USD,"Jul 25, 2019","Jul 25, 2019"
UNIVERSITY CALIF REVS FOR PREV,Prerefund/Escrow,Fixed Income,"476,178.55",0.02,"476,178.55","465,000.00",91412G5W1,US91412G5W10,-,101.77,United States,-,USD,0.37,0.25,1.0,"May 15, 2022",5.0,0.37,-,0.25,0.37,0.25,USD,"Aug 09, 2012","Aug 09, 2012"
MENLO PK CALIF CITY SCH DIST,School Districts,Fixed Income,"474,459.20",0.02,"474,459.20","435,000.00",586840JJ0,US586840JJ02,-,109.07,United States,-,USD,12.43,3.63,1.0,"Jul 01, 2044",0.0,16.62,-,1.87,9.85,1.87,USD,"Mar 25, 2010","Mar 25, 2010"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"472,945.20",0.02,"472,945.20","400,000.00",7973552C7,US7973552C72,-,115.74,United States,-,USD,3.4,1.38,1.0,"Jul 01, 2026",5.0,4.01,-,0.46,3.2,0.46,USD,"May 27, 2015","May 27, 2015"
LONG BEACH CALIF CMNTY COLLEGE,School Districts,Fixed Income,"470,882.91",0.02,"470,882.91","400,000.00",542411NC3,US542411NC39,-,116.05,United States,-,USD,9.48,3.04,1.0,"Aug 01, 2045",4.0,15.25,-,1.44,5.79,1.44,USD,"Oct 23, 2019","Oct 23, 2019"
SAN FRANCISCO CALIF CITY & CNT,Prerefund/Escrow,Fixed Income,"468,871.73",0.02,"468,871.73","460,000.00",79765RXQ7,US79765RXQ72,-,101.26,United States,-,USD,0.33,0.21,1.0,"May 01, 2022",4.0,0.33,-,0.21,0.33,0.21,USD,"Jun 07, 2012","Jun 07, 2012"
SAN FRANCISCO CALIF CITY & CNT,Transportation,Fixed Income,"467,663.68",0.02,"467,663.68","350,000.00",79766DTS8,US79766DTS89,-,132.78,United States,-,USD,8.01,1.55,1.0,"May 01, 2032",5.0,8.41,-,1.26,7.75,1.26,USD,"Apr 21, 2021","Apr 21, 2021"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"464,657.83",0.02,"464,657.83","350,000.00",13063DLG1,US13063DLG15,-,131.51,United States,-,USD,6.96,1.01,1.0,"Apr 01, 2030",5.0,6.97,-,1.01,6.97,1.01,USD,"Mar 14, 2019","Mar 14, 2019"
FOOTHILL / EASTERN TRANSN CORR,Prerefund/Escrow,Fixed Income,"463,488.25",0.02,"463,488.25","500,000.00",345105BD1,US345105BD15,-,92.7,United States,-,USD,6.97,1.09,1.0,"Jan 01, 2029",0.0,6.93,-,1.09,6.93,1.09,USD,"Jun 08, 1995","Jun 08, 1995"
NEWPORT-MESA CALIF UNI SCH DIS,School Districts,Fixed Income,"463,295.30",0.02,"463,295.30","1,000,000.00",652113XH9,US652113XH97,-,46.33,United States,-,USD,12.41,3.44,1.0,"Aug 01, 2044",0.0,21.83,-,1.73,5.49,1.73,USD,"Aug 10, 2017","Aug 10, 2017"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"461,959.72",0.02,"461,959.72","400,000.00",91412GVW2,US91412GVW22,-,114.85,United States,-,USD,3.8,2.47,1.0,"May 15, 2028",5.0,5.5,-,0.55,3.14,0.55,USD,"Mar 25, 2015","Mar 25, 2015"
MT DIABLO CALIF UNI SCH DIST,School Districts,Fixed Income,"453,873.04",0.02,"453,873.04","400,000.00",621196XE9,US621196XE95,-,113.47,United States,-,USD,4.82,4.13,1.0,"Aug 01, 2035",0.0,8.56,-,0.97,3.38,0.97,USD,"Sep 30, 2010","Sep 30, 2010"
CALIFORNIA ST UNIV REV,Prerefund/Escrow,Fixed Income,"450,059.66",0.02,"450,059.66","395,000.00",13077DPK2,US13077DPK27,-,113.11,United States,-,USD,2.67,0.35,1.0,"Nov 01, 2024",5.0,2.66,-,0.35,2.66,0.35,USD,"Aug 20, 2014","Aug 20, 2014"
SAN JOAQUIN HILLS CA,Prerefund/Escrow,Fixed Income,"448,835.40",0.02,"448,835.40","450,000.00",798111AY6,US798111AY62,-,99.74,United States,-,USD,1.0,0.26,1.0,"Jan 01, 2023",0.0,1.0,-,0.26,1.0,0.26,USD,"Mar 11, 1993","Mar 11, 1993"
SAN DIEGO CNTY CALIF REGL TRAN,Prerefund/Escrow,Fixed Income,"446,965.28",0.02,"446,965.28","400,000.00",797400JU3,US797400JU36,-,110.49,United States,-,USD,2.14,0.32,1.0,"Apr 01, 2024",5.0,2.14,-,0.32,2.14,0.32,USD,"Sep 10, 2014","Sep 10, 2014"
SAN DIEGO CALIF UNI SCH DIST,Prerefund/Escrow,Fixed Income,"446,640.50",0.02,"446,640.50","1,000,000.00",797355W75,US797355W758,-,44.66,United States,-,USD,2.0,0.4,1.0,"Jan 01, 2024",0.0,1.99,-,0.4,1.99,0.4,USD,"Apr 16, 2014","Apr 16, 2014"
CALIFORNIA ST UNIV REV,Prerefund/Escrow,Fixed Income,"438,083.31",0.02,"438,083.31","385,000.00",13077DRY0,US13077DRY03,-,112.95,United States,-,USD,2.67,0.4,1.0,"Nov 01, 2024",5.0,2.66,-,0.4,2.66,0.4,USD,"Aug 20, 2014","Aug 20, 2014"
LOS ANGELES CALIF MUN IMPT COR,Local Tax-Backed,Fixed Income,"426,591.20",0.02,"426,591.20","375,000.00",544587G28,US544587G284,-,112.92,United States,-,USD,2.67,0.41,1.0,"Nov 01, 2024",5.0,2.66,-,0.41,2.66,0.41,USD,"Jun 01, 2016","Jun 01, 2016"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"424,381.30",0.02,"424,381.30","340,000.00",13068LH32,US13068LH327,-,123.57,United States,-,USD,5.08,0.8,1.0,"Oct 01, 2027",5.0,5.08,-,0.8,5.08,0.8,USD,"Apr 20, 2017","Apr 20, 2017"
SOUTHWESTERN CMNTY COLLEGE DIST CA,School Districts,Fixed Income,"424,022.04",0.02,"424,022.04","650,000.00",845389EW1,US845389EW15,-,65.23,United States,-,USD,19.39,2.19,1.0,"Aug 01, 2041",0.0,19.16,-,2.19,19.16,2.19,USD,"Jun 16, 2011","Jun 16, 2011"
METROPOLITAN WTR DIST SOUTHN C,Utility,Fixed Income,"417,779.14",0.02,"417,779.14","395,000.00",59266TND9,US59266TND99,-,104.64,United States,-,USD,2.42,0.38,1.0,"Jul 01, 2024",2.25,2.42,-,0.38,2.42,0.38,USD,"Jun 01, 2017","Jun 01, 2017"
FOOTHILL / EASTERN TRANSN CORR,Prerefund/Escrow,Fixed Income,"415,090.54",0.02,"415,090.54","440,000.00",345105BC3,US345105BC32,-,94.34,United States,-,USD,5.98,0.97,1.0,"Jan 01, 2028",0.0,5.94,-,0.97,5.94,0.97,USD,"Jun 08, 1995","Jun 08, 1995"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"414,795.90",0.02,"414,795.90","405,000.00",1306852Y5,US1306852Y56,-,101.17,United States,-,USD,0.25,0.32,1.0,"Apr 01, 2023",5.0,0.25,-,0.32,0.25,0.32,USD,"Apr 03, 2012","Apr 03, 2012"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"413,695.03",0.02,"413,695.03","350,000.00",7973552D5,US7973552D55,-,115.7,United States,-,USD,3.66,1.97,1.0,"Jul 01, 2027",5.0,4.78,-,0.47,3.2,0.47,USD,"May 27, 2015","May 27, 2015"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"411,400.76",0.02,"411,400.76","400,000.00",13063CHS2,US13063CHS26,-,102.6,United States,-,USD,0.91,0.16,1.0,"Dec 01, 2022",3.0,0.91,-,0.16,0.91,0.16,USD,"Mar 27, 2014","Mar 27, 2014"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"410,979.19",0.02,"410,979.19","375,000.00",797355X74,US797355X749,-,107.09,United States,-,USD,1.43,0.26,1.0,"Jul 01, 2023",5.0,1.43,-,0.26,1.43,0.26,USD,"Apr 16, 2014","Apr 16, 2014"
LOS ANGELES CALIF CMNTY COLLEG,School Districts,Fixed Income,"408,846.26",0.02,"408,846.26","345,000.00",54438CUT7,US54438CUT79,-,116.42,United States,-,USD,3.28,0.38,1.0,"Aug 01, 2025",5.0,3.28,-,0.38,3.28,0.38,USD,"Jun 03, 2015","Jun 03, 2015"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"404,572.58",0.02,"404,572.58","350,000.00",13068LVD4,US13068LVD45,-,115.18,United States,-,USD,3.19,0.51,1.0,"Jun 01, 2025",5.0,3.18,-,0.51,3.18,0.51,USD,"Apr 21, 2015","Apr 21, 2015"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"403,708.90",0.02,"403,708.90","350,000.00",91412GYM1,US91412GYM13,-,114.71,United States,-,USD,3.81,2.49,1.0,"May 15, 2028",5.0,5.5,-,0.59,3.14,0.59,USD,"Mar 25, 2015","Mar 25, 2015"
SAN MARCOS CALIF UNI SCH DIST,School Districts,Fixed Income,"403,011.17",0.02,"403,011.17","565,000.00",798755DG6,US798755DG62,-,71.33,United States,-,USD,16.45,2.05,1.0,"Aug 01, 2038",0.0,16.25,-,2.05,16.25,2.05,USD,"May 08, 2012","May 08, 2012"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"402,483.07",0.02,"402,483.07","350,000.00",13068LVT9,US13068LVT96,-,114.16,United States,-,USD,3.77,2.56,1.0,"May 01, 2028",5.0,5.46,-,0.69,3.1,0.69,USD,"Oct 13, 2015","Oct 13, 2015"
GLENDALE CALIF UNI SCH DIST,Prerefund/Escrow,Fixed Income,"400,103.42",0.02,"400,103.42","350,000.00",378460VV8,US378460VV84,-,112.98,United States,-,USD,3.42,0.43,1.0,"Sep 01, 2025",4.0,3.42,-,0.43,3.42,0.43,USD,"Oct 14, 2015","Oct 14, 2015"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"399,362.49",0.02,"399,362.49","390,000.00",91412G7B5,US91412G7B54,-,101.76,United States,-,USD,0.37,0.26,1.0,"May 15, 2032",5.0,0.37,-,0.26,0.37,0.26,USD,"Aug 09, 2012","Aug 09, 2012"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"396,824.70",0.02,"396,824.70","370,000.00",544495ZD9,US544495ZD96,-,104.75,United States,-,USD,0.99,1.77,1.0,"Jul 01, 2023",5.0,1.42,-,0.24,0.97,0.24,USD,"Apr 02, 2013","Apr 02, 2013"
CALIFORNIA ST UNIV REVENUE,Education,Fixed Income,"393,149.38",0.02,"393,149.38","375,000.00",13077CY24,US13077CY249,-,104.01,United States,-,USD,0.82,0.19,1.0,"Nov 01, 2022",5.0,0.82,-,0.19,0.82,0.19,USD,"Aug 05, 2015","Aug 05, 2015"
POWAY CALIF UNI SCH DIST,School Districts,Fixed Income,"389,429.65",0.02,"389,429.65","500,000.00",738850RA6,US738850RA62,-,77.89,United States,-,USD,13.49,1.85,1.0,"Aug 01, 2035",0.0,13.34,-,1.85,13.34,1.85,USD,"Aug 11, 2011","Aug 11, 2011"
SAN FRANCISCO CALIF BAY AREA R,Prerefund/Escrow,Fixed Income,"388,068.88",0.02,"388,068.88","370,000.00",797669YU6,US797669YU66,-,102.38,United States,-,USD,0.49,0.23,1.0,"Jul 01, 2022",5.0,0.49,-,0.23,0.49,0.23,USD,"Oct 04, 2012","Oct 04, 2012"
SAN JOAQUIN HILL CAB,Transportation,Fixed Income,"385,776.92",0.02,"385,776.92","400,000.00",798111DA5,US798111DA59,-,96.44,United States,-,USD,4.03,0.9,1.0,"Jan 15, 2026",0.0,4.01,-,0.9,4.01,0.9,USD,"Oct 21, 1997","Sep 01, 1997"
RIVERSIDE CNTY CALIF TRANSN CO,Local Tax-Backed,Fixed Income,"385,585.96",0.02,"385,585.96","310,000.00",769125GS8,US769125GS85,-,123.97,United States,-,USD,6.38,2.39,1.0,"Jun 01, 2032",5.0,8.38,-,0.84,5.24,0.84,USD,"Dec 28, 2017","Dec 28, 2017"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"383,402.44",0.02,"383,402.44","310,000.00",54466HJJ6,US54466HJJ68,-,123.26,United States,-,USD,4.85,0.63,1.0,"Jun 01, 2027",5.0,4.85,-,0.63,4.85,0.63,USD,"Aug 27, 2020","Aug 27, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"379,066.90",0.02,"379,066.90","370,000.00",13063BRX2,US13063BRX28,-,100.37,United States,-,USD,0.09,0.58,1.0,"Feb 01, 2024",5.0,0.08,-,0.58,0.08,0.58,USD,"Mar 08, 2012","Mar 08, 2012"
EAST BAY CALIF MUN UTIL DIST W,Utility,Fixed Income,"376,630.50",0.02,"376,630.50","325,000.00",271014XZ0,US271014XZ03,-,115.47,United States,-,USD,3.19,0.43,1.0,"Jun 01, 2025",5.0,3.18,-,0.43,3.18,0.43,USD,"Jun 11, 2014","Jun 11, 2014"
SAN FRANCISCO CALIF CITY & CNT,Prerefund/Escrow,Fixed Income,"373,856.52",0.02,"373,856.52","365,000.00",79766DFX2,US79766DFX21,-,101.59,United States,-,USD,0.33,0.22,1.0,"May 01, 2022",5.0,0.33,-,0.22,0.33,0.22,USD,"Feb 25, 2016","Feb 25, 2016"
