,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2024 Term Muni Bond ETF
ARIZONA BRD OF RGTS UNIV ARIZONA S,Municipals,Fixed Income,"55,767.04",0.02,"55,767.04","50,000.00",040484PK7,US040484PK75,-,111.12,United States,-,USD,2.31,0.37,1.0,"Jun 01, 2024",5.0,2.3,-,0.37,2.3,0.37,USD,"Nov 08, 2016","Nov 08, 2016"
MOBILE CNTY ALA,Municipals,Fixed Income,"55,741.47",0.02,"55,741.47","50,000.00",6072672M2,US6072672M28,-,111.07,United States,-,USD,2.31,0.39,1.0,"Jun 01, 2024",5.0,2.3,-,0.39,2.3,0.39,USD,"Dec 30, 2014","Dec 30, 2014"
MIAMI-DADE CNTY FLA SCH DIST,Municipals,Fixed Income,"55,748.67",0.02,"55,748.67","50,000.00",59333RGJ7,US59333RGJ77,-,110.03,United States,-,USD,2.09,0.43,1.0,"Mar 15, 2024",5.0,2.09,-,0.43,2.09,0.43,USD,"Aug 18, 2016","Aug 18, 2016"
VIRGINIA ST,Government Related,Fixed Income,"55,754.25",0.02,"55,754.25","50,000.00",928109U54,US928109U540,-,111.09,United States,-,USD,2.31,0.38,1.0,"Jun 01, 2024",5.0,2.3,-,0.38,2.3,0.38,USD,"Nov 10, 2016","Nov 10, 2016"
OGDEN CITY UTAH SWR & WTR REV,Municipals,Fixed Income,"55,663.74",0.02,"55,663.74","50,000.00",676306DK6,US676306DK68,-,111.11,United States,-,USD,2.35,0.45,1.0,"Jun 15, 2024",5.0,2.34,-,0.45,2.34,0.45,USD,"Oct 31, 2016","Oct 31, 2016"
LAMAR TEX CONS INDPT SCH DIST,Municipals,Fixed Income,"52,076.21",0.02,"52,076.21","50,000.00",513174VN9,US513174VN91,-,103.4,United States,-,USD,2.08,0.39,1.0,"Feb 15, 2024",2.0,2.07,-,0.39,2.07,0.39,USD,"Feb 15, 2016","Feb 15, 2016"
LOS ANGELES CNTY CALIF MET TRA,Government Related,Fixed Income,"51,327.68",0.02,"51,327.68","45,000.00",54466HCB0,US54466HCB06,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"Mar 10, 2016","Mar 10, 2016"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"51,268.06",0.02,"51,268.06","45,000.00",93974DJL3,US93974DJL38,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Nov 06, 2014","Nov 06, 2014"
DURHAM CNTY N C,Municipals,Fixed Income,"51,269.83",0.02,"51,269.83","45,000.00",266705L59,US266705L593,-,112.68,United States,-,USD,2.58,0.36,1.0,"Oct 01, 2024",5.0,2.58,-,0.36,2.58,0.36,USD,"Jul 09, 2015","Jul 09, 2015"
UNIVERSITY ALA GEN REV,Municipals,Fixed Income,"51,232.33",0.02,"51,232.33","45,000.00",914026UC1,US914026UC12,-,111.35,United States,-,USD,2.33,0.43,1.0,"Jul 01, 2024",5.0,2.33,-,0.43,2.33,0.43,USD,"Sep 19, 2019","Sep 19, 2019"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"51,217.07",0.02,"51,217.07","45,000.00",4386705C1,US4386705C19,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Oct 26, 2016","Oct 26, 2016"
SARASOTA CNTY FLA INFRASTRUCTU,Municipals,Fixed Income,"51,190.72",0.02,"51,190.72","45,000.00",803297CB4,US803297CB46,-,112.51,United States,-,USD,2.58,0.42,1.0,"Oct 01, 2024",5.0,2.58,-,0.42,2.58,0.42,USD,"Oct 16, 2014","Oct 16, 2014"
NORTH CAROLINA ST UNIV N C RAL,Municipals,Fixed Income,"51,190.72",0.02,"51,190.72","45,000.00",658289F81,US658289F810,-,112.51,United States,-,USD,2.58,0.42,1.0,"Oct 01, 2024",5.0,2.58,-,0.42,2.58,0.42,USD,"Jun 28, 2018","Jun 28, 2018"
DELAWARE CNTY PA AUTH UNIV REV,Government Related,Fixed Income,"51,119.74",0.02,"51,119.74","45,000.00",246008NM4,US246008NM42,-,111.52,United States,-,USD,2.42,0.51,1.0,"Aug 01, 2024",5.0,2.41,-,0.51,2.41,0.51,USD,"Aug 20, 2014","Aug 20, 2014"
CONTRA COSTA CALIF TRANSN AUTH,Government Related,Fixed Income,"50,298.29",0.02,"50,298.29","45,000.00",21221MEZ9,US21221MEZ95,-,110.11,United States,-,USD,2.05,0.32,1.0,"Mar 01, 2024",5.0,2.05,-,0.32,2.05,0.32,USD,"Jun 01, 2017","Jun 01, 2017"
DENTON TX,Municipals,Fixed Income,"50,278.21",0.02,"50,278.21","45,000.00",248866N92,US248866N923,-,109.84,United States,-,USD,2.01,0.34,1.0,"Feb 15, 2024",5.0,2.01,-,0.34,2.01,0.34,USD,"Jun 28, 2016","Jun 01, 2016"
NORTH CAROLINA ST,Government Related,Fixed Income,"50,224.89",0.02,"50,224.89","45,000.00",658256Z39,US658256Z395,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Mar 09, 2016","Mar 09, 2016"
UNIVERSITY NORTH TEX UNIV REV,Municipals,Fixed Income,"50,127.11",0.02,"50,127.11","45,000.00",914729RN0,US914729RN06,-,110.34,United States,-,USD,2.17,0.45,1.0,"Apr 15, 2024",5.0,2.17,-,0.45,2.17,0.45,USD,"Jan 31, 2017","Jan 01, 2017"
LOWER COLO RIV AUTH TEX TRANSM,Corporates,Fixed Income,"50,055.95",0.02,"50,055.95","45,000.00",54811BPH8,US54811BPH86,-,110.6,United States,-,USD,2.26,0.5,1.0,"May 15, 2024",5.0,2.25,-,0.5,2.25,0.5,USD,"Jun 18, 2015","Jun 01, 2015"
POWAY CALIF UNI SCH DIST,Municipals,Fixed Income,"49,217.41",0.02,"49,217.41","50,000.00",738850QG4,US738850QG42,-,98.43,United States,-,USD,2.58,0.61,1.0,"Aug 01, 2024",0.0,2.57,-,0.61,2.57,0.61,USD,"Jan 27, 2009","Jan 27, 2009"
SEATTLE WASH,Municipals,Fixed Income,"49,097.18",0.02,"49,097.18","45,000.00",812626Z93,US812626Z939,-,108.44,United States,-,USD,2.24,0.36,1.0,"May 01, 2024",4.0,2.24,-,0.36,2.24,0.36,USD,"Apr 10, 2014","Apr 10, 2014"
LONG ISLAND PWR AUTH N Y ELEC,Corporates,Fixed Income,"48,920.62",0.02,"48,920.62","50,000.00",542690CJ9,US542690CJ94,-,97.84,United States,-,USD,2.92,0.75,1.0,"Dec 01, 2024",0.0,2.9,-,0.75,2.9,0.75,USD,"May 28, 1998","May 28, 1998"
MASSACHUSETTS ST,Government Related,Fixed Income,"45,635.22",0.02,"45,635.22","40,000.00",57582RHT6,US57582RHT68,-,111.59,United States,-,USD,2.33,0.34,1.0,"Jul 01, 2024",5.0,2.33,-,0.34,2.33,0.34,USD,"Mar 17, 2016","Mar 17, 2016"
HAWAII ST,Government Related,Fixed Income,"45,571.17",0.02,"45,571.17","40,000.00",4197916G8,US4197916G86,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Nov 25, 2014","Nov 25, 2014"
DISTRICT COLUMBIA WTR & SWR AU,Government Related,Fixed Income,"45,549.73",0.02,"45,549.73","40,000.00",254845PL8,US254845PL83,-,112.62,United States,-,USD,2.58,0.38,1.0,"Oct 01, 2024",5.0,2.58,-,0.38,2.58,0.38,USD,"Apr 30, 2018","Apr 30, 2018"
PENNSYLVANIA ST TPK COMMN OIL,Government Related,Fixed Income,"45,516.71",0.02,"45,516.71","40,000.00",709221UB9,US709221UB93,-,113.38,United States,-,USD,2.75,0.38,1.0,"Dec 01, 2024",5.0,2.75,-,0.38,2.75,0.38,USD,"Sep 07, 2016","Sep 07, 2016"
LONE STAR COLLEGE SYS TEX,Municipals,Fixed Income,"44,656.01",0.02,"44,656.01","40,000.00",542264FE1,US542264FE19,-,109.75,United States,-,USD,2.01,0.38,1.0,"Feb 15, 2024",5.0,2.01,-,0.38,2.01,0.38,USD,"Apr 29, 2015","Apr 29, 2015"
ALAMO TEX CMNTY COLLEGE DIST,Municipals,Fixed Income,"44,673.87",0.02,"44,673.87","40,000.00",011415QH2,US011415QH25,-,109.8,United States,-,USD,2.01,0.36,1.0,"Feb 15, 2024",5.0,2.01,-,0.36,2.01,0.36,USD,"Jun 22, 2016","May 15, 2016"
ARLINGTON TEX INDPT SCH DIST,Government Related,Fixed Income,"44,673.87",0.02,"44,673.87","40,000.00",041826V47,US041826V473,-,109.8,United States,-,USD,2.01,0.36,1.0,"Feb 15, 2024",5.0,2.01,-,0.36,2.01,0.36,USD,"Jul 26, 2016","Jul 01, 2016"
WASHINGTON SUBN SAN DIST MD,Government Related,Fixed Income,"44,634.95",0.02,"44,634.95","40,000.00",940157P20,US940157P204,-,111.37,United States,-,USD,2.35,0.35,1.0,"Jun 15, 2024",5.0,2.34,-,0.35,2.34,0.35,USD,"Nov 09, 2017","Nov 09, 2017"
MARYSVILLE WASH WTR & SWR REV,Municipals,Fixed Income,"44,587.33",0.02,"44,587.33","40,000.00",574490NW4,US574490NW40,-,110.22,United States,-,USD,2.14,0.43,1.0,"Apr 01, 2024",5.0,2.13,-,0.43,2.13,0.43,USD,"May 29, 2014","May 29, 2014"
WEST VIRGINIA ST,Government Related,Fixed Income,"44,593.17",0.02,"44,593.17","40,000.00",956553ZT1,US956553ZT10,-,111.07,United States,-,USD,2.31,0.39,1.0,"Jun 01, 2024",5.0,2.3,-,0.39,2.3,0.39,USD,"Jun 07, 2018","Jun 07, 2018"
MAUI CNTY HAWAII,Municipals,Fixed Income,"39,885.16",0.02,"39,885.16","35,000.00",5772855G0,US5772855G05,-,112.29,United States,-,USD,2.51,0.36,1.0,"Sep 01, 2024",5.0,2.5,-,0.36,2.5,0.36,USD,"Oct 28, 2015","Oct 28, 2015"
OHIO ST,Government Related,Fixed Income,"39,845.75",0.02,"39,845.75","35,000.00",677522LS1,US677522LS17,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"May 25, 2016","May 25, 2016"
HAWAII ST,Government Related,Fixed Income,"39,835.50",0.02,"39,835.50","35,000.00",419792SD9,US419792SD90,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"May 24, 2017","May 24, 2017"
MILWAUKEE WIS MET SEW DIST,Municipals,Fixed Income,"39,825.25",0.02,"39,825.25","35,000.00",602409KF0,US602409KF01,-,112.54,United States,-,USD,2.58,0.41,1.0,"Oct 01, 2024",5.0,2.58,-,0.41,2.58,0.41,USD,"Jun 12, 2017","Jun 12, 2017"
KING CNTY WASH SCH DIST NO 405,Government Related,Fixed Income,"39,794.40",0.02,"39,794.40","35,000.00",495098XX8,US495098XX82,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"Dec 08, 2015","Dec 08, 2015"
METROPOLITAN WASH D C ARPTS AU,Government Related,Fixed Income,"39,794.52",0.02,"39,794.52","35,000.00",592647DJ7,US592647DJ76,-,112.45,United States,-,USD,2.58,0.44,1.0,"Oct 01, 2024",5.0,2.58,-,0.44,2.58,0.44,USD,"Jul 07, 2016","Jul 07, 2016"
SAN MARCOS CALIF UNI SCH DIST,Municipals,Fixed Income,"39,384.04",0.02,"39,384.04","40,000.00",798755BN3,US798755BN32,-,98.46,United States,-,USD,2.58,0.6,1.0,"Aug 01, 2024",0.0,2.57,-,0.6,2.57,0.6,USD,"Jul 07, 2011","Jul 07, 2011"
CALIFORNIA ST DEPT WTR RES CEN,Government Related,Fixed Income,"39,090.69",0.02,"39,090.69","35,000.00",13066K4E6,US13066K4E63,-,111.27,United States,-,USD,2.31,0.31,1.0,"Jun 01, 2024",5.0,2.3,-,0.31,2.3,0.31,USD,"Mar 06, 2014","Mar 06, 2014"
ROCKWALL TEX INDPT SCH DIST,Government Related,Fixed Income,"34,702.01",0.01,"34,702.01","35,000.00",7742853M0,US7742853M00,-,99.15,United States,-,USD,2.12,0.4,1.0,"Feb 15, 2024",0.0,2.12,-,0.4,2.12,0.4,USD,"Nov 20, 2015","Oct 15, 2015"
PASADENA CALIF UNI SCH DIST,Municipals,Fixed Income,"34,203.07",0.01,"34,203.07","30,000.00",702282PJ7,US702282PJ77,-,111.93,United States,-,USD,2.42,0.36,1.0,"Aug 01, 2024",5.0,2.42,-,0.36,2.42,0.36,USD,"May 25, 2016","May 25, 2016"
ROUND ROCK TEX INDPT SCH DIST,Government Related,Fixed Income,"34,186.61",0.01,"34,186.61","30,000.00",779240JZ4,US779240JZ41,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Feb 11, 2016","Jan 01, 2016"
OKLAHOMA ST CAP IMPT AUTH ST A,Municipals,Fixed Income,"34,146.95",0.01,"34,146.95","30,000.00",679086DD7,US679086DD75,-,111.32,United States,-,USD,2.33,0.44,1.0,"Jul 01, 2024",5.0,2.33,-,0.44,2.33,0.44,USD,"Sep 30, 2014","Sep 30, 2014"
CENTRAL FLA EXPWY AUTH SR LIEN,Municipals,Fixed Income,"34,162.83",0.01,"34,162.83","30,000.00",153476CK0,US153476CK06,-,111.38,United States,-,USD,2.33,0.42,1.0,"Jul 01, 2024",5.0,2.33,-,0.42,2.33,0.42,USD,"Dec 28, 2017","Dec 28, 2017"
WASHINGTON ST FOR ISSUES DTD P,Government Related,Fixed Income,"33,505.72",0.01,"33,505.72","30,000.00",93974DVW5,US93974DVW54,-,109.6,United States,-,USD,1.97,0.37,1.0,"Feb 01, 2024",5.0,1.97,-,0.37,1.97,0.37,USD,"Feb 16, 2016","Feb 16, 2016"
TYLER TEX INDPT SCH DIST,Municipals,Fixed Income,"33,485.31",0.01,"33,485.31","30,000.00",902273WV9,US902273WV95,-,109.73,United States,-,USD,2.01,0.39,1.0,"Feb 15, 2024",5.0,2.01,-,0.39,2.01,0.39,USD,"Aug 30, 2017","Aug 01, 2017"
ILLINOIS ST,Government Related,Fixed Income,"33,371.43",0.01,"33,371.43","30,000.00",452152VT5,US452152VT50,-,109.15,United States,-,USD,1.97,0.57,1.0,"Feb 01, 2024",5.0,1.97,-,0.57,1.97,0.57,USD,"Feb 13, 2014","Feb 13, 2014"
OREGON ST FOR PREVIOUS ISSUES,Government Related,Fixed Income,"28,495.70",0.01,"28,495.70","25,000.00",68609BMZ7,US68609BMZ75,-,111.9,United States,-,USD,2.42,0.37,1.0,"Aug 01, 2024",5.0,2.41,-,0.37,2.41,0.37,USD,"Jun 18, 2015","Jun 18, 2015"
FREDERICK CNTY MD,Municipals,Fixed Income,"28,502.56",0.01,"28,502.56","25,000.00",35569PDS9,US35569PDS92,-,111.93,United States,-,USD,2.42,0.36,1.0,"Aug 01, 2024",5.0,2.42,-,0.36,2.42,0.36,USD,"Mar 07, 2018","Mar 07, 2018"
TAMPA FLA WTR & SWR REV,Government Related,Fixed Income,"28,475.91",0.01,"28,475.91","25,000.00",875290XJ2,US875290XJ22,-,112.65,United States,-,USD,2.58,0.37,1.0,"Oct 01, 2024",5.0,2.58,-,0.37,2.58,0.37,USD,"Jul 23, 2015","Jul 23, 2015"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"28,453.93",0.01,"28,453.93","25,000.00",4386702U4,US4386702U44,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Apr 02, 2015","Apr 02, 2015"
KING CNTY WASH,Government Related,Fixed Income,"28,447.94",0.01,"28,447.94","25,000.00",49474FNW6,US49474FNW67,-,113.38,United States,-,USD,2.75,0.38,1.0,"Dec 01, 2024",5.0,2.75,-,0.38,2.75,0.38,USD,"Dec 17, 2015","Dec 17, 2015"
JACKSONVILLE FLA SPL REV,Government Related,Fixed Income,"28,424.66",0.01,"28,424.66","25,000.00",469487LB6,US469487LB60,-,112.45,United States,-,USD,2.58,0.44,1.0,"Oct 01, 2024",5.0,2.58,-,0.44,2.58,0.44,USD,"Sep 15, 2016","Sep 15, 2016"
OMAHA NEB,Government Related,Fixed Income,"28,417.02",0.01,"28,417.02","25,000.00",681712L94,US681712L943,-,113.03,United States,-,USD,2.71,0.43,1.0,"Nov 15, 2024",5.0,2.7,-,0.43,2.7,0.43,USD,"Nov 10, 2014","Nov 10, 2014"
CLARK & SKAMANIA CNTYS WASH SC,Municipals,Fixed Income,"28,409.00",0.01,"28,409.00","25,000.00",181216DT6,US181216DT69,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Jun 24, 2015","Jun 24, 2015"
WHATCOM CNTY WASH SCH DIST NO,Municipals,Fixed Income,"28,409.00",0.01,"28,409.00","25,000.00",962525HM6,US962525HM61,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Sep 29, 2016","Sep 29, 2016"
NEW YORK N Y,Government Related,Fixed Income,"28,409.00",0.01,"28,409.00","25,000.00",64966MGW3,US64966MGW38,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Dec 20, 2016","Dec 20, 2016"
IDAHO ST HSG & FIN ASSN,Corporates,Fixed Income,"28,408.52",0.01,"28,408.52","25,000.00",45129WNS5,US45129WNS51,-,111.33,United States,-,USD,2.37,0.5,1.0,"Jul 15, 2024",5.0,2.37,-,0.5,2.37,0.5,USD,"Oct 19, 2017","Oct 19, 2017"
WEST VIRGINIA ST,Government Related,Fixed Income,"28,409.00",0.01,"28,409.00","25,000.00",956553YU9,US956553YU91,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Jun 07, 2018","Jun 07, 2018"
METROPOLITAN TRANSN AUTH N Y R,Government Related,Fixed Income,"28,238.65",0.01,"28,238.65","25,000.00",59261AMF1,US59261AMF11,-,112.32,United States,-,USD,2.7,0.66,1.0,"Nov 15, 2024",5.0,2.7,-,0.66,2.7,0.66,USD,"Mar 16, 2017","Mar 16, 2017"
ALABAMA ST PUB SCH & COLLEGE A,Government Related,Fixed Income,"27,943.34",0.01,"27,943.34","25,000.00",010609AK1,US010609AK18,-,109.69,United States,-,USD,1.97,0.33,1.0,"Feb 01, 2024",5.0,1.97,-,0.33,1.97,0.33,USD,"May 28, 2014","May 28, 2014"
FORT BEND TEX INDPT SCH DIST,Government Related,Fixed Income,"27,926.75",0.01,"27,926.75","25,000.00",346843HX6,US346843HX69,-,109.82,United States,-,USD,2.01,0.35,1.0,"Feb 15, 2024",5.0,2.01,-,0.35,2.01,0.35,USD,"Dec 03, 2015","Nov 01, 2015"
LOUISIANA ST,Government Related,Fixed Income,"27,896.22",0.01,"27,896.22","25,000.00",546415X54,US546415X547,-,110.75,United States,-,USD,2.22,0.37,1.0,"May 01, 2024",5.0,2.22,-,0.37,2.22,0.37,USD,"May 14, 2015","May 14, 2015"
MISSISSIPPI ST,Government Related,Fixed Income,"27,703.12",0.01,"27,703.12","25,000.00",605581FN2,US605581FN27,-,109.81,United States,-,USD,2.61,0.41,1.0,"Oct 01, 2024",4.0,2.61,-,0.41,2.61,0.41,USD,"Feb 18, 2015","Feb 18, 2015"
TEXAS A & M UNIV REV,Government Related,Fixed Income,"27,276.55",0.01,"27,276.55","25,000.00",88213AKT1,US88213AKT15,-,108.6,United States,-,USD,2.28,0.36,1.0,"May 15, 2024",4.0,2.28,-,0.36,2.28,0.36,USD,"Dec 20, 2017","Dec 20, 2017"
ILLINOIS ST SALES TAX REV,Government Related,Fixed Income,"27,097.47",0.01,"27,097.47","25,000.00",452227KK6,US452227KK61,-,108.21,United States,-,USD,2.37,0.62,1.0,"Jun 15, 2024",4.0,2.36,-,0.62,2.36,0.62,USD,"Sep 15, 2016","Sep 15, 2016"
WASHINGTON ST,Government Related,Fixed Income,"24,665.88",0.01,"24,665.88","25,000.00",93974AMM3,US93974AMM35,-,98.66,United States,-,USD,2.41,0.56,1.0,"Jun 01, 2024",0.0,2.41,-,0.56,2.41,0.56,USD,"Oct 02, 2002","Oct 02, 2002"
E 470 PUB HWY AUTH COLO REV,Government Related,Fixed Income,"24,585.03",0.01,"24,585.03","25,000.00",26822LBK9,US26822LBK98,-,98.34,United States,-,USD,2.67,0.63,1.0,"Sep 01, 2024",0.0,2.65,-,0.63,2.65,0.63,USD,"Aug 27, 1997","Aug 27, 1997"
PLACER CALIF UN HIGH SCH DIST,Municipals,Fixed Income,"24,570.83",0.01,"24,570.83","25,000.00",726008BC8,US726008BC80,-,98.28,United States,-,USD,2.58,0.67,1.0,"Aug 01, 2024",0.0,2.57,-,0.67,2.57,0.67,USD,"Jun 08, 2000","Jun 08, 2000"
MASSACHUSETTS ST WTR RES AUTH,Government Related,Fixed Income,"22,780.10",0.01,"22,780.10","20,000.00",576051XU5,US576051XU53,-,111.82,United States,-,USD,2.42,0.4,1.0,"Aug 01, 2024",5.0,2.41,-,0.4,2.41,0.4,USD,"May 16, 2018","May 16, 2018"
MASSACHUSETTS ST WTR RES AUTH,Government Related,Fixed Income,"22,796.56",0.01,"22,796.56","20,000.00",576051YB6,US576051YB63,-,111.9,United States,-,USD,2.42,0.37,1.0,"Aug 01, 2024",5.0,2.41,-,0.37,2.41,0.37,USD,"May 22, 2019","May 22, 2019"
UNITED INDPT SCH DIST TEX,Municipals,Fixed Income,"22,769.23",0.01,"22,769.23","20,000.00",910678ZF1,US910678ZF13,-,111.96,United States,-,USD,2.45,0.41,1.0,"Aug 15, 2024",5.0,2.45,-,0.41,2.45,0.41,USD,"Jul 31, 2014","Jun 15, 2014"
BROWARD CNTY FLA SCH BRD CTFS,Government Related,Fixed Income,"22,727.65",0.01,"22,727.65","20,000.00",115065YB4,US115065YB49,-,111.14,United States,-,USD,2.33,0.51,1.0,"Jul 01, 2024",5.0,2.33,-,0.51,2.33,0.51,USD,"Feb 11, 2015","Feb 11, 2015"
VOLUSIA CNTY FLA SCH BRD CTFS,Municipals,Fixed Income,"22,741.76",0.01,"22,741.76","20,000.00",92884EHT7,US92884EHT73,-,111.63,United States,-,USD,2.42,0.47,1.0,"Aug 01, 2024",5.0,2.41,-,0.47,2.41,0.47,USD,"May 05, 2015","May 05, 2015"
PIERCE CNTY WASH SCH DIST NO 3,Municipals,Fixed Income,"22,727.20",0.01,"22,727.20","20,000.00",720526XH0,US720526XH02,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Jun 28, 2016","Jun 28, 2016"
FLORIDA ST MUN PWR AGY REV,Government Related,Fixed Income,"22,710.50",0.01,"22,710.50","20,000.00",342816H73,US342816H735,-,112.3,United States,-,USD,2.58,0.49,1.0,"Oct 01, 2024",5.0,2.58,-,0.49,2.58,0.49,USD,"Apr 05, 2016","Apr 05, 2016"
VOLUSIA CNTY FLA SCH BRD SALES,Municipals,Fixed Income,"22,716.34",0.01,"22,716.34","20,000.00",92884PDG4,US92884PDG46,-,112.33,United States,-,USD,2.58,0.48,1.0,"Oct 01, 2024",5.0,2.58,-,0.48,2.58,0.48,USD,"Nov 17, 2016","Nov 17, 2016"
NEW YORK ST DORM AUTH REVS NON,Government Related,Fixed Income,"22,565.04",0.01,"22,565.04","20,000.00",64990CJ44,US64990CJ440,-,111.58,United States,-,USD,2.58,0.74,1.0,"Oct 01, 2024",5.0,2.58,-,0.74,2.58,0.74,USD,"Nov 09, 2017","Nov 09, 2017"
HOWARD CNTY MD,Municipals,Fixed Income,"22,354.81",0.01,"22,354.81","20,000.00",44256PRL9,US44256PRL93,-,109.89,United States,-,USD,2.01,0.32,1.0,"Feb 15, 2024",5.0,2.01,-,0.32,2.01,0.32,USD,"Apr 18, 2018","Apr 18, 2018"
MONTGOMERY CNTY PA,Municipals,Fixed Income,"22,326.88",0.01,"22,326.88","20,000.00",6135792W0,US6135792W00,-,110.38,United States,-,USD,2.14,0.36,1.0,"Apr 01, 2024",5.0,2.13,-,0.36,2.13,0.36,USD,"Feb 12, 2016","Feb 12, 2016"
MARICOPA CNTY ARIZ UNI SCH DIS,Government Related,Fixed Income,"22,174.68",0.01,"22,174.68","20,000.00",567438TK2,US567438TK21,-,108.87,United States,-,USD,2.36,0.43,1.0,"Jul 01, 2024",4.0,2.36,-,0.43,2.36,0.43,USD,"Feb 23, 2016","Feb 23, 2016"
HAWAII CNTY HAWAII,Municipals,Fixed Income,"22,168.19",0.01,"22,168.19","20,000.00",419722N41,US419722N418,-,109.51,United States,-,USD,2.54,0.41,1.0,"Sep 01, 2024",4.0,2.53,-,0.41,2.53,0.41,USD,"Feb 18, 2016","Feb 18, 2016"
SALINAS CALIF UN HIGH SCH DIST,Municipals,Fixed Income,"19,632.44",0.01,"19,632.44","20,000.00",794896BY5,US794896BY53,-,98.16,United States,-,USD,2.75,0.68,1.0,"Oct 01, 2024",0.0,2.73,-,0.68,2.73,0.68,USD,"Apr 10, 2003","Apr 10, 2003"
HUNTSVILLE ALA,Municipals,Fixed Income,"17,093.30",0.01,"17,093.30","15,000.00",447025RE9,US447025RE90,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Sep 03, 2014","Sep 03, 2014"
NEW HAMPSHIRE MUN BD BK,Municipals,Fixed Income,"17,076.93",0.01,"17,076.93","15,000.00",64465PW20,US64465PW208,-,111.96,United States,-,USD,2.45,0.41,1.0,"Aug 15, 2024",5.0,2.45,-,0.41,2.45,0.41,USD,"Nov 03, 2016","Nov 03, 2016"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"17,063.65",0.01,"17,063.65","15,000.00",92818GQG1,US92818GQG19,-,112.92,United States,-,USD,2.67,0.41,1.0,"Nov 01, 2024",5.0,2.66,-,0.41,2.66,0.41,USD,"May 21, 2014","May 21, 2014"
LOS ANGELES CALIF HBR DEPT REV,Government Related,Fixed Income,"17,064.53",0.01,"17,064.53","15,000.00",544552YW6,US544552YW60,-,111.68,United States,-,USD,2.42,0.45,1.0,"Aug 01, 2024",5.0,2.41,-,0.45,2.41,0.45,USD,"Oct 14, 2015","Oct 14, 2015"
ORANGE CNTY FLA SCH BRD CTFS P,Government Related,Fixed Income,"17,060.42",0.01,"17,060.42","15,000.00",684517RD9,US684517RD94,-,111.65,United States,-,USD,2.42,0.46,1.0,"Aug 01, 2024",5.0,2.41,-,0.46,2.41,0.46,USD,"Apr 06, 2016","Apr 06, 2016"
SAN FRANCISCO CALIF CITY & CNT,Government Related,Fixed Income,"17,068.18",0.01,"17,068.18","15,000.00",79765R2D0,US79765R2D02,-,112.95,United States,-,USD,2.67,0.4,1.0,"Nov 01, 2024",5.0,2.66,-,0.4,2.66,0.4,USD,"Dec 28, 2017","Dec 28, 2017"
VIRGINIA ST RES AUTH INFRASTRU,Government Related,Fixed Income,"17,050.06",0.01,"17,050.06","15,000.00",92818NZY7,US92818NZY74,-,112.83,United States,-,USD,2.67,0.44,1.0,"Nov 01, 2024",5.0,2.66,-,0.44,2.66,0.44,USD,"Aug 10, 2016","Aug 10, 2016"
