,,,,,,,,,,,,,,,,,,,,,,,,,,iShares U.S. Fixed Income Balanced Risk Factor ETF
SCIENTIFIC GAMES INTERNATIONAL INC 144A,Industrial,Fixed Income,"28,267.85",0.02,"28,267.85","25,000.00",80874YBE9,US80874YBE95,BJLPYT3,112.15,United States,-,USD,3.31,5.34,1.0,"Nov 15, 2029",7.25,6.04,-,3.94,2.59,3.94,USD,"Nov 26, 2019","Nov 26, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"28,129.46",0.02,"28,129.46","25,942.00",3138WGHD9,US3138WGHD92,-,108.1,United States,-,USD,2.87,2.08,1.0,"Jan 01, 2046",4.0,4.31,-,2.08,4.31,2.08,USD,"Dec 01, 2015","Dec 01, 2015"
FHLMC 30YR UMBS MIRROR,MBS Pass-Through,Fixed Income,"27,257.36",0.02,"27,257.36","25,241.00",31329PZC0,US31329PZC03,-,107.61,United States,-,USD,2.55,1.97,1.0,"Dec 01, 2048",4.5,3.14,-,1.97,3.14,1.97,USD,"Dec 01, 2018","Dec 01, 2018"
CHEMOURS COMPANY,Industrial,Fixed Income,"27,046.70",0.02,"27,046.70","25,000.00",163851AE8,US163851AE83,BDFVFH0,107.5,United States,-,USD,4.58,3.82,1.0,"May 15, 2027",5.38,4.65,-,3.75,4.46,3.75,USD,"May 23, 2017","May 23, 2017"
FHLMC 15YR UMBS,MBS Pass-Through,Fixed Income,"26,930.87",0.02,"26,930.87","25,688.00",3133G6HZ1,US3133G6HZ12,-,104.59,United States,-,USD,2.88,1.52,1.0,"Jul 01, 2034",3.0,3.2,-,1.52,3.2,1.52,USD,"Jul 01, 2019","Jul 01, 2019"
PRIME HEALTHCARE SERVICES INC 144A,Industrial,Fixed Income,"26,864.58",0.02,"26,864.58","25,000.00",74165HAB4,US74165HAB42,-,106.25,United States,-,USD,0.92,5.42,1.0,"Nov 01, 2025",7.25,3.3,-,3.27,0.84,3.27,USD,"Oct 30, 2020","Oct 30, 2020"
ACE INA HOLDINGS INC,Financial Institutions,Fixed Income,"26,493.51",0.02,"26,493.51","25,000.00",00440EAR8,US00440EAR80,BMSSMG9,105.55,United States,-,USD,2.28,0.98,1.0,"May 15, 2024",3.35,2.28,-,0.98,2.28,0.98,USD,"May 27, 2014","May 27, 2014"
NEXTERA ENERGY OPERATING PARTNERS 144A,Utility,Fixed Income,"26,489.68",0.02,"26,489.68","25,000.00",65342QAK8,US65342QAK85,BJ7HPT0,104.0,United States,-,USD,2.21,2.61,1.0,"Jul 15, 2024",4.25,2.36,-,2.44,2.14,2.44,USD,"Jun 27, 2019","Jun 27, 2019"
MURPHY OIL CORPORATION,Industrial,Fixed Income,"26,293.56",0.02,"26,293.56","25,000.00",626717AJ1,US626717AJ13,BDH65V7,103.0,United States,-,USD,0.71,4.83,1.0,"Aug 15, 2025",5.75,3.18,-,3.14,0.6,3.14,USD,"Aug 18, 2017","Aug 18, 2017"
BALL CORP,Industrial,Fixed Income,"26,250.53",0.02,"26,250.53","25,000.00",058498AS5,US058498AS54,B976RJ1,104.49,United States,-,USD,1.81,1.56,1.0,"Nov 15, 2023",4.0,1.8,-,1.56,1.8,1.56,USD,"May 16, 2013","May 16, 2013"
SOUTHERN CALIFORNIA EDISON COMPANY,Utility,Fixed Income,"26,202.38",0.02,"26,202.38","25,000.00",842400GS6,US842400GS60,BJQ1ZT3,103.62,United States,-,USD,6.65,2.33,1.0,"Aug 01, 2029",2.85,6.73,-,2.31,6.53,2.31,USD,"Aug 06, 2019","Aug 06, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"26,097.33",0.02,"26,097.33","23,576.00",3140HFFN4,US3140HFFN49,-,110.32,United States,-,USD,2.55,2.34,1.0,"Mar 01, 2048",4.5,4.85,-,2.34,4.85,2.34,USD,"Mar 01, 2018","Mar 01, 2018"
OUTFRONT MEDIA CAPITAL LLC 144A,Industrial,Fixed Income,"26,052.97",0.02,"26,052.97","25,000.00",69007TAB0,US69007TAB08,BK6WVJ5,102.32,United States,-,USD,2.74,4.53,1.0,"Aug 15, 2027",5.0,4.78,-,4.06,2.4,4.06,USD,"Jun 14, 2019","Jun 14, 2019"
DIAMONDBACK ENERGY INC,Industrial,Fixed Income,"26,021.00",0.02,"26,021.00","25,000.00",25278XAR0,US25278XAR08,-,103.24,United States,-,USD,7.89,2.73,1.0,"Mar 24, 2031",3.13,7.94,-,2.72,7.75,2.72,USD,"Mar 24, 2021","Mar 24, 2021"
HUB INTERNATIONAL LTD 144A,Financial Institutions,Fixed Income,"25,977.17",0.02,"25,977.17","25,000.00",44332PAD3,US44332PAD33,BFXTLW7,102.74,United States,-,USD,0.49,6.26,1.0,"May 01, 2026",7.0,3.66,-,3.87,0.33,3.87,USD,"Apr 25, 2018","Apr 25, 2018"
LEVEL 3 FINANCING INC,Industrial,Fixed Income,"25,950.67",0.02,"25,950.67","25,000.00",527298BH5,US527298BH52,BD97F41,102.01,United States,-,USD,0.3,4.72,1.0,"May 01, 2025",5.38,2.98,-,1.98,0.33,1.98,USD,"Sep 01, 2015","Jan 12, 2016"
RADIATE HOLDCO LLC 144A,Industrial,Fixed Income,"25,672.00",0.02,"25,672.00","25,000.00",75026JAC4,US75026JAC45,BM9LQB0,101.36,United States,-,USD,3.59,4.18,1.0,"Sep 15, 2026",4.5,4.16,-,4.1,3.34,4.1,USD,"Sep 25, 2020","Sep 25, 2020"
SALLY HOLDINGS LLC/SALLY CAPITAL I,Industrial,Fixed Income,"25,656.19",0.02,"25,656.19","25,000.00",79546VAL0,US79546VAL09,BYT5RH9,102.16,United States,-,USD,0.08,5.01,1.0,"Dec 01, 2025",5.63,3.47,-,2.01,0.08,2.01,USD,"Dec 03, 2015","Dec 03, 2015"
NORTONLIFELOCK INC 144A,Industrial,Fixed Income,"25,487.14",0.02,"25,487.14","25,000.00",871503AU2,US871503AU26,BYXT818,100.89,United States,-,USD,0.29,4.7,1.0,"Apr 15, 2025",5.0,2.97,-,1.87,0.29,1.87,USD,"Feb 09, 2017","Feb 09, 2017"
ACRISURE LLC / ACRISURE FINANCE IN 144A,Financial Institutions,Fixed Income,"25,302.61",0.02,"25,302.61","25,000.00",00489LAA1,US00489LAA17,BD0G1S3,100.32,United States,-,USD,2.04,6.9,1.0,"Nov 15, 2025",7.0,3.32,-,6.61,0.83,6.61,USD,"Nov 17, 2017","Nov 17, 2017"
ANALOG DEVICES INC,Industrial,Fixed Income,"25,197.41",0.02,"25,197.41","25,000.00",032654AV7,US032654AV70,-,100.29,United States,-,USD,8.69,2.07,1.0,"Oct 01, 2031",2.1,8.74,-,2.07,8.53,2.07,USD,"Oct 05, 2021","Oct 05, 2021"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"24,944.30",0.02,"24,944.30","23,225.00",36179UGE6,US36179UGE64,-,106.99,United States,-,USD,2.16,2.86,1.0,"Nov 20, 2048",5.0,3.37,-,2.86,3.37,2.86,USD,"Nov 01, 2018","Nov 01, 2018"
BAUSCH HEALTH COMPANIES INC 144A,Industrial,Fixed Income,"24,927.04",0.02,"24,927.04","25,000.00",071734AF4,US071734AF49,BK8KJZ9,99.1,United States,-,USD,5.01,7.41,1.0,"May 30, 2029",7.25,5.62,-,7.41,5.62,7.41,USD,"May 23, 2019","May 23, 2019"
ENBRIDGE INC,Industrial,Fixed Income,"24,869.73",0.02,"24,869.73","25,000.00",29250NBG9,US29250NBG97,-,99.35,Canada,-,USD,1.74,0.93,1.0,"Oct 04, 2023",0.55,1.74,-,0.93,1.74,0.93,USD,"Oct 04, 2021","Oct 04, 2021"
PIONEER NATURAL RESOURCES COMPANY,Industrial,Fixed Income,"24,780.96",0.02,"24,780.96","25,000.00",723787AS6,US723787AS61,-,98.78,United States,-,USD,1.88,1.36,1.0,"Jan 15, 2024",0.75,2.01,-,1.36,2.01,1.36,USD,"Jan 29, 2021","Jan 29, 2021"
FNMA 30YR,MBS Pass-Through,Fixed Income,"24,613.52",0.02,"24,613.52","23,296.00",3138WJUS5,US3138WJUS53,-,105.37,United States,-,USD,3.04,2.15,1.0,"Jan 01, 2047",3.5,4.09,-,2.15,4.09,2.15,USD,"Jan 01, 2017","Jan 01, 2017"
NATIONAL RURAL UTILITIES COOPERATI,Utility,Fixed Income,"24,433.11",0.02,"24,433.11","25,000.00",63743HEW8,US63743HEW88,-,97.69,United States,-,USD,4.32,1.54,1.0,"Jun 15, 2026",1.0,4.33,-,1.54,4.33,1.54,USD,"Feb 24, 2021","Feb 24, 2021"
BERRY GLOBAL INC 144A,Industrial,Fixed Income,"23,711.39",0.02,"23,711.39","23,000.00",08576PAA9,US08576PAA93,BDT73B4,101.39,United States,-,USD,0.33,4.13,1.0,"Feb 15, 2026",4.5,3.67,-,2.24,0.12,2.24,USD,"Jan 26, 2018","Jan 26, 2018"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"23,371.23",0.02,"23,371.23","21,995.00",36179T4Q5,US36179T4Q56,BD5J4R7,105.88,United States,-,USD,2.79,2.74,1.0,"Jul 20, 2048",4.5,3.45,-,2.74,3.45,2.74,USD,"Jul 01, 2018","Jul 01, 2018"
FNMA 30YR,MBS Pass-Through,Fixed Income,"23,281.20",0.02,"23,281.20","21,425.00",3138WGHR8,US3138WGHR88,BF0KXW7,108.37,United States,-,USD,3.04,1.88,1.0,"Jan 01, 2046",3.5,5.23,-,1.88,5.23,1.88,USD,"Jan 01, 2016","Jan 01, 2016"
FNMA 30YR,MBS Pass-Through,Fixed Income,"22,841.45",0.02,"22,841.45","21,036.00",3138ETYW0,US3138ETYW04,BF0K6Z,108.29,United States,-,USD,3.04,1.93,1.0,"Jul 01, 2046",3.5,5.32,-,1.93,5.32,1.93,USD,"Jul 01, 2016","Jul 01, 2016"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"22,699.54",0.02,"22,699.54","21,619.00",3132WEWJ7,US3132WEWJ79,-,104.75,United States,-,USD,3.74,1.98,1.0,"Jul 01, 2046",3.0,4.7,-,1.98,4.7,1.98,USD,"Jun 01, 2016","Jun 01, 2016"
GNMA 30YR PLATINUM,MBS Pass-Through,Fixed Income,"22,125.17",0.02,"22,125.17","20,646.00",3622AADU5,US3622AADU58,-,106.83,United States,-,USD,3.06,1.84,1.0,"May 15, 2048",4.0,3.37,-,1.84,3.37,1.84,USD,"Apr 01, 2019","Apr 01, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"22,085.43",0.02,"22,085.43","20,324.00",3138WGFQ2,US3138WGFQ24,BF0KXN8,108.37,United States,-,USD,3.04,1.88,1.0,"Jan 01, 2046",3.5,5.23,-,1.88,5.23,1.88,USD,"Dec 01, 2015","Dec 01, 2015"
TENET HEALTHCARE CORPORATION,Industrial,Fixed Income,"21,763.90",0.02,"21,763.90","21,000.00",88033GCS7,US88033GCS75,BD492B8,101.51,United States,-,USD,0.08,4.0,1.0,"Jul 15, 2024",4.63,2.33,-,-0.17,0.07,-0.17,USD,"Jun 14, 2017","Jun 14, 2017"
FLEX LTD,Industrial,Fixed Income,"21,690.90",0.02,"21,690.90","20,000.00",33938XAC9,US33938XAC92,-,106.89,Singapore,-,USD,3.71,1.98,1.0,"Feb 01, 2026",3.75,3.74,-,1.95,3.67,1.95,USD,"May 12, 2020","May 12, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"21,506.47",0.02,"21,506.47","19,710.00",3140J9Q53,US3140J9Q531,-,108.78,United States,-,USD,2.87,1.96,1.0,"Mar 01, 2045",4.0,4.37,-,1.96,4.37,1.96,USD,"Nov 01, 2018","Nov 01, 2018"
GNMA 30YR PLATINUM,MBS Pass-Through,Fixed Income,"21,279.38",0.02,"21,279.38","19,856.00",3622AAEU4,US3622AAEU40,-,106.83,United States,-,USD,3.06,1.84,1.0,"May 15, 2048",4.0,3.37,-,1.84,3.37,1.84,USD,"May 01, 2019","May 01, 2019"
HILL-ROM HOLDINGS INC 144A,Industrial,Fixed Income,"21,193.64",0.02,"21,193.64","20,000.00",431475AD4,US431475AD40,BK5GTQ1,104.68,United States,-,USD,0.84,3.46,1.0,"Sep 15, 2027",4.38,4.98,-,0.81,0.69,0.81,USD,"Sep 19, 2019","Sep 19, 2019"
VISTRA OPERATIONS COMPANY LLC 144A,Utility,Fixed Income,"21,180.67",0.02,"21,180.67","20,000.00",92840VAF9,US92840VAF94,BHRH886,103.82,United States,-,USD,1.39,4.22,1.0,"Jul 31, 2027",5.0,4.76,-,2.63,0.56,2.63,USD,"Jun 21, 2019","Jun 21, 2019"
VICI PROPERTIES LP 144A,Industrial,Fixed Income,"20,948.33",0.02,"20,948.33","20,000.00",92564RAD7,US92564RAD70,BKMH5X6,103.33,United States,-,USD,2.44,3.04,1.0,"Feb 15, 2027",3.75,4.58,-,2.39,1.08,2.39,USD,"Feb 05, 2020","Feb 05, 2020"
CAMDEN PROPERTY TRUST,Financial Institutions,Fixed Income,"20,945.36",0.02,"20,945.36","20,000.00",133131AZ5,US133131AZ59,-,104.37,United States,-,USD,7.34,2.22,1.0,"May 15, 2030",2.8,7.44,-,2.21,7.24,2.21,USD,"Apr 20, 2020","Apr 20, 2020"
PACIFIC GAS & ELECTRIC UTILITIES,Utility,Fixed Income,"20,801.00",0.02,"20,801.00","20,000.00",694308JP3,US694308JP35,BMVV6B8,102.43,United States,-,USD,3.72,2.51,1.0,"Jan 01, 2026",3.15,3.69,-,2.51,3.69,2.51,USD,"Jul 02, 2020","Jul 01, 2020"
FNMA 30YR UMBS SUPER,MBS Pass-Through,Fixed Income,"20,350.08",0.02,"20,350.08","19,879.00",3140XDRM0,US3140XDRM06,-,102.16,United States,-,USD,6.31,2.15,1.0,"Nov 01, 2051",2.5,6.36,-,2.15,6.36,2.15,USD,"Nov 01, 2021","Nov 01, 2021"
PACIFIC GAS AND ELECTRIC COMPANY,Utility,Fixed Income,"20,172.77",0.02,"20,172.77","20,000.00",694308JT5,US694308JT56,-,100.59,United States,-,USD,8.04,3.18,1.0,"Jun 01, 2031",3.25,8.04,-,3.18,7.86,3.18,USD,"Mar 11, 2021","Mar 11, 2021"
PUBLIC SERVICE COMPANY OF NEW HAMP,Utility,Fixed Income,"20,110.35",0.02,"20,110.35","20,000.00",744538AE9,US744538AE99,-,100.45,United States,-,USD,8.45,2.15,1.0,"Jun 15, 2031",2.2,8.49,-,2.15,8.29,2.15,USD,"Jun 15, 2021","Jun 15, 2021"
FNMA 15YR,MBS Pass-Through,Fixed Income,"20,034.62",0.02,"20,034.62","19,071.00",3140E9J80,US3140E9J804,-,104.8,United States,-,USD,2.65,1.31,1.0,"Feb 01, 2031",3.0,2.91,-,1.31,2.91,1.31,USD,"Jan 01, 2016","Jan 01, 2016"
SIMMONS FOODS INC 144A,Industrial,Fixed Income,"20,017.93",0.02,"20,017.93","20,000.00",82873MAA1,US82873MAA18,-,98.55,United States,-,USD,4.56,4.87,1.0,"Mar 01, 2029",4.63,5.93,-,4.87,5.93,4.87,USD,"Mar 03, 2021","Mar 03, 2021"
PACIFIC GAS AND ELECTRIC COMPANY,Utility,Fixed Income,"20,000.78",0.02,"20,000.78","20,000.00",694308JE8,US694308JE87,-,99.93,United States,-,USD,0.39,1.9,1.0,"Jun 16, 2022",1.75,0.45,-,1.9,0.45,1.9,USD,"Jun 19, 2020","Jun 19, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"19,288.56",0.02,"19,288.56","17,620.00",3140J96V8,US3140J96V87,-,109.14,United States,-,USD,2.87,2.28,1.0,"Mar 01, 2047",4.0,5.37,-,2.28,5.37,2.28,USD,"Jan 01, 2019","Jan 01, 2019"
CENOVUS ENERGY INC,Industrial,Fixed Income,"19,226.06",0.02,"19,226.06","17,000.00",15135UAS8,US15135UAS87,-,110.62,Canada,-,USD,3.0,2.24,1.0,"Jul 15, 2025",5.38,3.18,-,2.02,2.97,2.02,USD,"Jul 30, 2020","Jul 30, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"18,880.85",0.02,"18,880.85","17,790.00",3138WJN38,US3138WJN388,-,105.88,United States,-,USD,3.74,1.91,1.0,"Dec 01, 2046",3.0,5.46,-,1.91,5.46,1.91,USD,"Dec 01, 2016","Dec 01, 2016"
PUBLIC SERVICE ENTERPRISE GROUP IN,Utility,Fixed Income,"18,701.09",0.02,"18,701.09","20,000.00",744573AQ9,US744573AQ91,-,92.9,United States,-,USD,7.89,2.52,1.0,"Aug 15, 2030",1.6,7.91,-,2.52,7.91,2.52,USD,"Aug 14, 2020","Aug 14, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"18,602.14",0.02,"18,602.14","16,717.00",3140QAXL9,US3140QAXL92,-,110.86,United States,-,USD,2.1,2.01,1.0,"Apr 01, 2049",5.0,3.75,-,2.01,3.75,2.01,USD,"Mar 01, 2019","Mar 01, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"18,328.77",0.02,"18,328.77","17,055.00",3140J9YJ4,US3140J9YJ41,-,107.1,United States,-,USD,2.55,2.61,1.0,"Dec 01, 2048",4.5,3.86,-,2.61,3.86,2.61,USD,"Dec 01, 2018","Dec 01, 2018"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"17,127.47",0.01,"17,127.47","15,820.00",36179RNX3,US36179RNX34,-,107.93,United States,-,USD,3.06,2.13,1.0,"Sep 20, 2045",4.0,4.3,-,2.13,4.3,2.13,USD,"Sep 01, 2015","Sep 01, 2015"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"17,018.53",0.01,"17,018.53","16,154.00",3132WKQ84,US3132WKQ846,-,105.1,United States,-,USD,3.74,1.89,1.0,"Dec 01, 2046",3.0,4.61,-,1.89,4.61,1.89,USD,"Jan 01, 2017","Jan 01, 2017"
FGOLD 15YR GIANT,MBS Pass-Through,Fixed Income,"16,798.41",0.01,"16,798.41","15,839.00",3128MMX24,US3128MMX243,-,105.77,United States,-,USD,2.09,1.38,1.0,"Jul 01, 2033",3.5,2.74,-,1.38,2.74,1.38,USD,"Jun 01, 2018","Jun 01, 2018"
BRIXMOR OPERATING PARTNERSHIP LP,Financial Institutions,Fixed Income,"16,792.80",0.01,"16,792.80","15,000.00",11120VAJ2,US11120VAJ26,-,109.93,United States,-,USD,7.02,2.73,1.0,"Jul 01, 2030",4.05,7.12,-,2.7,6.94,2.7,USD,"Jun 10, 2020","Jun 10, 2020"
VERSCEND ESCROW CORP 144A,Industrial,Fixed Income,"16,402.85",0.01,"16,402.85","15,000.00",92535WAA8,US92535WAA80,BD0BPV9,105.67,United States,-,USD,0.08,8.25,1.0,"Aug 15, 2026",9.75,3.58,-,-0.09,0.08,-0.09,USD,"Aug 27, 2018","Aug 27, 2018"
CEDAR FAIR LP,Industrial,Fixed Income,"15,824.83",0.01,"15,824.83","15,000.00",150190AE6,US150190AE64,BL9Y7L9,103.08,United States,-,USD,4.54,4.76,1.0,"Jul 15, 2029",5.25,6.05,-,4.61,4.67,4.61,USD,"Jan 15, 2020","Jul 06, 2020"
VALE OVERSEAS LTD,Industrial,Fixed Income,"15,817.00",0.01,"15,817.00","15,000.00",91911TAQ6,US91911TAQ67,BMVPRC8,103.66,Brazil,-,USD,7.11,3.26,1.0,"Jul 08, 2030",3.75,7.16,-,3.24,6.98,3.24,USD,"Jul 08, 2020","Jul 08, 2020"
CONOCO FUNDING CO,Industrial,Fixed Income,"15,708.61",0.01,"15,708.61","11,000.00",20825UAC8,US20825UAC80,7229132,141.28,United States,-,USD,7.49,2.48,1.0,"Oct 15, 2031",7.25,7.47,-,2.48,7.47,2.48,USD,"Oct 11, 2001","Oct 11, 2001"
MURPHY OIL CORPORATION,Industrial,Fixed Income,"15,681.24",0.01,"15,681.24","15,000.00",626717AM4,US626717AM42,BJV9C80,104.05,United States,-,USD,2.47,5.07,1.0,"Dec 01, 2027",5.88,4.95,-,4.48,0.88,4.48,USD,"Nov 27, 2019","Nov 27, 2019"
FRONTIER COMMUNICATIONS CORP 144A,Industrial,Fixed Income,"15,600.80",0.01,"15,600.80","15,000.00",35906ABF4,US35906ABF49,-,103.17,United States,-,USD,4.16,4.42,1.0,"May 01, 2028",5.0,5.36,-,4.19,3.85,4.19,USD,"Nov 25, 2020","Nov 25, 2020"
WILLIS NORTH AMERICA INC,Financial Institutions,Fixed Income,"15,544.29",0.01,"15,544.29","15,000.00",970648AJ0,US970648AJ01,-,102.76,United States,-,USD,6.75,2.55,1.0,"Sep 15, 2029",2.95,6.82,-,2.54,6.62,2.54,USD,"Sep 10, 2019","Sep 10, 2019"
CINTAS CORPORATION NO 2,Industrial,Fixed Income,"15,460.34",0.01,"15,460.34","14,000.00",17252MAN0,US17252MAN02,BD096S7,109.51,United States,-,USD,4.62,1.79,1.0,"Apr 01, 2027",3.7,4.76,-,1.71,4.55,1.71,USD,"Mar 14, 2017","Mar 14, 2017"
BOOZ ALLEN HAMILTON INC 144A,Industrial,Fixed Income,"15,438.10",0.01,"15,438.10","15,000.00",09951LAA1,US09951LAA17,-,101.63,United States,-,USD,4.06,3.6,1.0,"Sep 01, 2028",3.88,5.77,-,3.4,3.36,3.4,USD,"Aug 24, 2020","Aug 24, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"15,022.69",0.01,"15,022.69","13,854.00",3140J92G5,US3140J92G56,-,108.1,United States,-,USD,2.87,2.08,1.0,"Feb 01, 2047",4.0,4.31,-,2.08,4.31,2.08,USD,"Dec 01, 2018","Dec 01, 2018"
COMSTOCK RESOURCES INC 144A,Industrial,Fixed Income,"14,571.25",0.01,"14,571.25","14,000.00",22304LAA8,US22304LAA89,BDZ8BB7,103.12,United States,-,USD,0.42,6.45,1.0,"May 15, 2025",7.5,2.93,-,3.99,0.37,3.99,USD,"May 03, 2017","May 03, 2017"
FNMA 30YR,MBS Pass-Through,Fixed Income,"14,481.09",0.01,"14,481.09","13,249.00",31418C2E3,US31418C2E30,-,108.88,United States,-,USD,2.1,2.51,1.0,"Sep 01, 2048",5.0,3.67,-,2.51,3.67,2.51,USD,"Aug 01, 2018","Aug 01, 2018"
FNMA 15YR,MBS Pass-Through,Fixed Income,"13,876.57",0.01,"13,876.57","13,124.00",31418CYZ1,US31418CYZ12,-,105.4,United States,-,USD,1.07,2.14,1.0,"Jul 01, 2033",4.0,2.99,-,2.14,2.99,2.14,USD,"Jun 01, 2018","Jun 01, 2018"
GNMA2 30YR PLATINUM,MBS Pass-Through,Fixed Income,"13,472.25",0.01,"13,472.25","12,811.00",3622A2RT1,US3622A2RT17,-,104.91,United States,-,USD,3.34,1.9,1.0,"Dec 20, 2045",3.0,4.53,-,1.9,4.53,1.9,USD,"Feb 01, 2016","Feb 01, 2016"
FNMA 30YR UMBS SUPER,MBS Pass-Through,Fixed Income,"13,281.15",0.01,"13,281.15","12,974.00",3140XDRQ1,US3140XDRQ10,-,102.16,United States,-,USD,6.31,2.15,1.0,"Nov 01, 2051",2.5,6.36,-,2.15,6.36,2.15,USD,"Nov 01, 2021","Nov 01, 2021"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"12,498.74",0.01,"12,498.74","11,619.00",3132JMLM9,US3132JMLM90,-,107.28,United States,-,USD,3.04,1.93,1.0,"Jul 01, 2043",3.5,4.64,-,1.93,4.64,1.93,USD,"Jul 01, 2013","Jul 01, 2013"
FNMA 30YR,MBS Pass-Through,Fixed Income,"12,388.33",0.01,"12,388.33","11,595.00",3140F9WL5,US3140F9WL54,-,106.55,United States,-,USD,3.04,2.03,1.0,"Jan 01, 2047",3.5,4.55,-,2.03,4.55,2.03,USD,"Jan 01, 2017","Jan 01, 2017"
FNMA 15YR,MBS Pass-Through,Fixed Income,"11,753.04",0.01,"11,753.04","11,177.00",3140Q7UL9,US3140Q7UL97,-,104.95,United States,-,USD,2.85,0.87,1.0,"Oct 01, 2032",2.5,3.09,-,0.87,3.09,0.87,USD,"Oct 01, 2017","Oct 01, 2017"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"11,507.60",0.01,"11,507.60","10,746.00",3132QVDD0,US3132QVDD00,-,106.79,United States,-,USD,3.04,1.97,1.0,"Jan 01, 2046",3.5,4.47,-,1.97,4.47,1.97,USD,"Jan 01, 2016","Jan 01, 2016"
FHLMC GOLD 30YR GIANT,MBS Pass-Through,Fixed Income,"10,760.94",0.01,"10,760.94","10,004.00",31335BLL8,US31335BLL89,-,107.28,United States,-,USD,3.04,1.93,1.0,"Sep 01, 2044",3.5,4.64,-,1.93,4.64,1.93,USD,"Dec 01, 2017","Dec 01, 2017"
CDK GLOBAL INC 144A,Industrial,Fixed Income,"10,752.88",0.01,"10,752.88","10,000.00",12508EAJ0,US12508EAJ01,BK94J38,105.98,United States,-,USD,3.75,4.29,1.0,"May 15, 2029",5.25,6.03,-,3.66,2.19,3.66,USD,"May 15, 2019","May 15, 2019"
SPECIALTY BUILDING PRODUCTS HOLDIN 144A,Industrial,Fixed Income,"10,636.98",0.01,"10,636.98","10,000.00",84749AAA5,US84749AAA51,BMG6S56,104.78,United States,-,USD,1.69,5.22,1.0,"Sep 30, 2026",6.38,4.02,-,4.06,0.72,4.06,USD,"Sep 30, 2020","Sep 30, 2020"
FNMA 30YR,MBS Pass-Through,Fixed Income,"10,628.86",0.01,"10,628.86","9,894.00",3140J7RM9,US3140J7RM96,-,107.09,United States,-,USD,2.87,2.26,1.0,"Nov 01, 2047",4.0,4.17,-,2.26,4.17,2.26,USD,"Dec 01, 2017","Dec 01, 2017"
CATALENT PHARMA SOLUTIONS INC 144A,Industrial,Fixed Income,"10,615.06",0.01,"10,615.06","10,000.00",14879EAE8,US14879EAE86,BHWTW30,103.85,United States,-,USD,1.2,4.21,1.0,"Jul 15, 2027",5.0,4.71,-,2.41,0.52,2.41,USD,"Jun 27, 2019","Jun 27, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"10,383.72",0.01,"10,383.72","9,576.00",3140EW6D2,US3140EW6D28,-,108.1,United States,-,USD,2.87,2.08,1.0,"Feb 01, 2046",4.0,4.31,-,2.08,4.31,2.08,USD,"Feb 01, 2016","Feb 01, 2016"
OWL ROCK CAPITAL CORP,Financial Institutions,Fixed Income,"10,347.08",0.01,"10,347.08","10,000.00",69121KAE4,US69121KAE47,BNDCHF7,101.9,United States,-,USD,4.12,2.95,1.0,"Jul 15, 2026",3.4,4.12,-,2.94,4.05,2.94,USD,"Dec 08, 2020","Dec 08, 2020"
FHLMC GOLD 30YR,MBS Pass-Through,Fixed Income,"10,144.49",0.01,"10,144.49","9,167.00",3132Y1GL6,US3132Y1GL68,-,110.29,United States,-,USD,2.55,2.26,1.0,"Jul 01, 2048",4.5,4.61,-,2.26,4.61,2.26,USD,"Jul 01, 2018","Jul 01, 2018"
BANK OF AMERICA CORP MTN,Financial Institutions,Fixed Income,"10,107.33",0.01,"10,107.33","10,000.00",06051GKD0,US06051GKD06,-,100.57,United States,-,USD,8.37,2.41,1.0,"Oct 20, 2032",2.57,8.58,-,2.41,8.58,2.41,USD,"Oct 20, 2021","Oct 20, 2021"
PUGET ENERGY INC,Utility,Fixed Income,"9,866.57",0.01,"9,866.57","10,000.00",745310AM4,US745310AM41,-,98.56,United States,-,USD,5.92,2.62,1.0,"Jun 15, 2028",2.38,5.93,-,2.62,5.93,2.62,USD,"Jun 14, 2021","Oct 12, 2021"
KYNDRYL HOLDINGS INC 144A,Industrial,Fixed Income,"9,797.08",0.01,"9,797.08","10,000.00",50155QAA8,US50155QAA85,-,97.54,United States,-,USD,4.52,2.6,1.0,"Oct 15, 2026",2.05,4.5,-,2.6,4.5,2.6,USD,"Oct 15, 2021","Oct 15, 2021"
